FID,NAMELSAD10,State,County,Region,Pop_T,PopDense,Prcnt_U18,Under18,Prcnt_65O,Over65,Prcnt_HHBM,HH_Below50,Prcnt_Lng,PoorEng,Minority,Non_white,Occ_HU,HU,Prcnt_Rent,Renters,Prcnt_NoCa,HH_NoCar,Employment,SV_Index2
119,Census Tract 67,New York,Richmond,NYC,2758,11.71725,0.223713,617.000454,0.124365,342.99867,0.276,269.1,0.066,164.34,0.769036,2121.001288,0.918317,975,0.233384,227.5494,0.057296,55.8636,2729,0.333514
120,Census Tract 181,New York,Richmond,NYC,2974,2.297542,0.173167,514.998658,0.291527,867.001298,0.24,243.12,0.077,231.077,0.824143,2451.001282,0.955014,1013,0.151623,153.594099,0.06172,62.52236,1045,0.346774
121,Census Tract 198,New York,Richmond,NYC,6300,4.433608,0.233651,1472.0013,0.109206,687.9978,0.149,309.473,0.135,870.75,0.875556,5516.0028,0.908163,2077,0.140424,291.660648,0.008594,17.849738,1761,0.319949
122,Census Tract 128.05,New York,Richmond,NYC,3158,11.739305,0.225776,713.000608,0.113996,359.999368,0.254,274.574,0.055,174.57,0.846422,2673.000676,0.945407,1081,0.075999,82.154919,0.034245,37.018845,68,0.318856
123,Census Tract 128.06,New York,Richmond,NYC,5955,17.53259,0.198825,1184.002875,0.181192,1078.99836,0.41,1082.4,0.148,914.492,0.753317,4486.002735,0.955625,2640,0.44685,1179.684,0.09358,247.0512,453,0.398424
124,Census Tract 146.07,New York,Richmond,NYC,4552,26.951923,0.236819,1078.000088,0.148726,677.000752,0.218,368.856,0.035,156.065,0.855668,3895.000736,0.951793,1692,0.196185,331.94502,0.016349,27.662508,556,0.332317
125,Census Tract 146.08,New York,Richmond,NYC,3510,31.661611,0.218803,767.99853,0.123362,433.00062,0.219,277.035,0.055,195.525,0.845869,2969.00019,0.962323,1265,0.093411,118.164915,0.015083,19.079995,59,0.316606
126,Census Tract 170.11,New York,Richmond,NYC,4549,25.589287,0.198725,904.000025,0.150583,685.002067,0.244,424.072,0.023,113.735,0.85953,3910.00197,0.948408,1738,0.181479,315.410502,0.017892,31.096296,177,0.327952
127,Census Tract 170.12,New York,Richmond,NYC,4279,17.24267,0.211965,906.998235,0.171302,733.001258,0.346,585.086,0.087,365.4,0.854405,3655.998995,0.937319,1691,0.152364,257.647524,0.030867,52.196097,87,0.348903
128,Census Tract 9521,New York,Ulster,Hudson Valley,3757,10.496702,0.269098,1011.001186,0.101943,382.999851,0.664,911.008,0.138,507.15,0.496939,1866.999823,0.895808,1372,0.642165,881.05038,0.11994,164.55768,970,0.415987
129,Census Tract 9515,New York,Ulster,Hudson Valley,3433,0.284695,0.198951,682.998783,0.154675,530.999275,0.467,721.048,0.048,161.808,0.887853,3047.999349,0.912395,1544,0.211114,325.960016,0.028932,44.671008,1012,0.363615
130,Census Tract 9514,New York,Ulster,Hudson Valley,3334,0.917485,0.187463,625.001642,0.223155,743.99877,0.588,884.94,0.017,53.567,0.845531,2819.000354,0.943653,1505,0.355168,534.52784,0.097055,146.067775,7235,0.407128
131,Census Tract 9509,New York,Ulster,Hudson Valley,1335,0.009919,0.153558,204.99993,0.224719,299.999865,0.491,316.204,0.005,6.945,0.913858,1220.00043,0.417979,644,0.18913,121.79972,0.15942,102.66648,247,0.319333
132,Census Tract 9517,New York,Ulster,Hudson Valley,4782,3.232158,0.222501,1063.999782,0.122334,585.001188,0.642,1371.312,0.042,183.918,0.645546,3087.000972,0.90646,2136,0.568769,1214.890584,0.11934,254.91024,1609,0.408619
133,Census Tract 9510,New York,Ulster,Hudson Valley,4419,0.105873,0.183978,812.998782,0.181036,799.998084,0.417,867.777,0.011,46.266,0.919665,4063.999635,0.784628,2081,0.108102,224.960262,0.019117,39.782477,1054,0.328066
134,Census Tract 9549,New York,Ulster,Hudson Valley,1585,0.380508,0.208202,330.00017,0.136278,216.00063,0.294,164.346,0.02,28.4,0.912303,1446.000255,0.874483,559,0.154412,86.316308,0.010695,5.978505,331,0.326297
135,Census Tract 9544,New York,Ulster,Hudson Valley,9731,0.33179,0.187031,1819.998661,0.100812,981.001572,0.254,658.876,0.01,96.36,0.84945,8265.99795,0.880475,2594,0.146251,379.375094,0.013596,35.268024,447,0.305202
136,Census Tract 9511,New York,Ulster,Hudson Valley,2359,0.515354,0.172107,406.000413,0.23103,544.99977,0.346,366.414,0.029,68.759,0.926664,2186.000376,0.856577,1059,0.122917,130.169103,0.017917,18.974103,279,0.337776
137,Census Tract 9535,New York,Ulster,Hudson Valley,5180,2.933765,0.056757,294.00126,0.063514,329.00252,0.594,589.842,0.049,238.679,0.767181,3973.99758,0.937259,993,0.597256,593.075208,0.008475,8.415675,4129,0.38418
138,Census Tract 9550,New York,Ulster,Hudson Valley,5471,0.138516,0.229391,1254.998161,0.127947,699.998037,0.423,843.885,0.02,101.24,0.891793,4878.999503,0.712693,1995,0.179525,358.152375,0.020772,41.44014,1375,0.32564
139,Census Tract 9546,New York,Ulster,Hudson Valley,1722,0.05113,0.221835,381.99987,0.173055,298.00071,0.58,441.96,0.045,85.41,0.828688,1427.000736,0.653383,762,0.318393,242.615466,0.030397,23.162514,810,0.356344
140,Census Tract 9506,New York,Ulster,Hudson Valley,2876,0.080472,0.138734,398.998984,0.237135,682.00026,0.424,574.52,0.016,42.768,0.90612,2606.00112,0.668184,1355,0.148162,200.75951,0.033088,44.83424,375,0.321428
141,Census Tract 9528,New York,Ulster,Hudson Valley,3184,0.494503,0.198807,633.001488,0.156407,497.999888,0.419,561.041,0.005,15.955,0.916143,2916.999312,0.918956,1339,0.176036,235.712204,0.017751,23.768589,184,0.351012
142,Census Tract 9539,New York,Ulster,Hudson Valley,4862,0.411274,0.242698,1179.997676,0.123406,599.999972,0.359,623.224,0.026,122.122,0.848416,4124.998592,0.907025,1736,0.225324,391.162464,0.015155,26.30908,401,0.343378
143,Census Tract 9503,New York,Ulster,Hudson Valley,4317,2.513112,0.211258,912.000786,0.194348,839.000316,0.349,635.529,0.047,205.954,0.89136,3848.00112,0.952204,1821,0.200844,365.736924,0.008665,15.778965,369,0.356835
144,Census Tract 9502,New York,Ulster,Hudson Valley,3968,3.155937,0.196825,781.0016,0.174395,691.99936,0.482,877.24,0.043,166.496,0.864919,3431.998592,0.924152,1820,0.422081,768.18742,0.020558,37.41556,756,0.390991
145,Census Tract 9504,New York,Ulster,Hudson Valley,4276,0.292999,0.220533,942.999108,0.143826,614.999976,0.441,783.216,0,0,0.928438,3970.000888,0.866828,1776,0.165702,294.286752,0.012301,21.846576,1308,0.347328
146,Census Tract 9533,New York,Ulster,Hudson Valley,4409,0.247706,0.227489,1002.999001,0.124291,547.999019,0.252,369.432,0.038,144.818,0.865049,3814.001041,0.909545,1466,0.175127,256.736182,0.01066,15.62756,776,0.32527
147,Census Tract 9513,New York,Ulster,Hudson Valley,4337,1.014368,0.180309,782.000133,0.202675,879.001475,0.482,763.488,0.024,100.944,0.878718,3810.999966,0.895395,1584,0.280183,443.809872,0.017478,27.685152,2511,0.370095
148,Census Tract 9523,New York,Ulster,Hudson Valley,1681,6.25044,0.178465,299.999665,0.176681,297.000761,0.408,320.688,0.087,144.594,0.725164,1219.000684,0.927374,786,0.589744,463.538784,0.030199,23.736414,349,0.390328
149,Census Tract 9518,New York,Ulster,Hudson Valley,1738,4.486303,0.240506,417.999428,0.166858,289.999204,0.579,419.775,0,0,0.708861,1232.000418,0.934094,725,0.486581,352.771225,0.068845,49.912625,234,0.398093
150,Census Tract 9522,New York,Ulster,Hudson Valley,3815,3.62225,0.1827,697.0005,0.240367,917.000105,0.404,568.024,0.049,175.714,0.833552,3180.00088,0.936391,1406,0.28856,405.71536,0.05403,75.96618,493,0.373575
151,Census Tract 9530,New York,Ulster,Hudson Valley,1842,0.102684,0.204126,376.000092,0.136808,252.000336,0.39,304.98,0.01,17.27,0.882193,1624.999506,0.786598,782,0.210984,164.989488,0.021207,16.583874,215,0.33024
152,Census Tract 9538,New York,Ulster,Hudson Valley,3946,0.956367,0.214394,845.998724,0.150786,595.001556,0.386,598.3,0.024,82.464,0.848961,3350.000106,0.924473,1550,0.251933,390.49615,0.030925,47.93375,881,0.353934
153,Census Tract 9520,New York,Ulster,Hudson Valley,2493,13.577155,0.255515,636.998895,0.08945,222.99885,0.537,482.226,0.175,381.325,0.527477,1315.000161,0.887535,898,0.577898,518.952404,0.084753,76.108194,1065,0.391829
154,Census Tract 9553,New York,Ulster,Hudson Valley,2539,0.041128,0.166601,422.999939,0.178023,452.000397,0.589,753.92,0.05,114.85,0.902324,2291.000636,0.570757,1280,0.204872,262.23616,0.089169,114.13632,449,0.343843
155,Census Tract 9554,New York,Ulster,Hudson Valley,4601,0.669742,0.189741,872.998341,0.090632,416.997832,0.26,345.28,0.034,137.36,0.707672,3255.998872,0.932277,1328,0.258155,342.82984,0.002796,3.713088,2147,0.309409
156,Census Tract 271,New York,New York,NYC,8196,172.254132,0.202904,1663.001184,0.125183,1025.999868,0.562,1614.626,0.388,3347.276,0.246096,2017.002816,0.952131,2873,0.934109,2683.695157,0.248923,715.155779,1396,0.457418
157,Census Tract 129,New York,New York,NYC,6038,55.655986,0.082974,500.997012,0.058297,351.997286,0.369,1116.963,0.077,407.715,0.530971,3206.002898,0.891547,3027,0.744605,2253.919335,0.586226,1774.506102,7019,0.417578
158,Census Tract 144.01,New York,New York,NYC,4864,264.862212,0.154811,753.000704,0.178043,866.001152,0.15,379.8,0.03,135,0.854235,4154.99904,0.922888,2532,0.545548,1381.327536,0.419984,1063.399488,712,0.406939
159,Census Tract 99,New York,New York,NYC,1945,7.288999,0.098715,192.000675,0.030334,58.99963,0.257,415.569,0.087,245.514,0.656041,1275.999745,0.454583,1617,0.789454,1276.547118,0.73261,1184.63037,14899,0.388217
160,Census Tract 146.01,New York,New York,NYC,4274,232.705454,0.089846,384.001804,0.07183,307.00142,0.196,443.744,0.066,235.554,0.760178,3249.000772,0.89717,2264,0.859051,1944.891464,0.618321,1399.878744,2899,0.444799
161,Census Tract 154,New York,New York,NYC,13749,313.697055,0.115936,1594.004064,0.128009,1759.995741,0.325,2462.2,0.122,1543.3,0.696778,9580.000722,0.933604,7576,0.69739,5283.42664,0.469125,3554.091,2303,0.43598
162,Census Tract 158.01,New York,New York,NYC,5650,181.822184,0.15823,893.9995,0.155929,880.99885,0.151,357.115,0.03,148.17,0.846372,4782.0018,0.913462,2365,0.456932,1080.64418,0.416683,985.455295,1837,0.391076
163,Census Tract 156.01,New York,New York,NYC,5345,294.028045,0.093171,497.998995,0.057811,308.999795,0.28,816.48,0.067,357.244,0.643405,3438.999725,0.929302,2916,0.979701,2856.808116,0.498801,1454.503716,947,0.443649
164,Census Tract 295,New York,New York,NYC,6941,206.347766,0.169428,1175.999748,0.096672,671.000352,0.421,1331.202,0.26,1913.86,0.33511,2325.99851,0.944544,3162,0.911378,2881.777236,0.32082,1014.43284,257,0.432369
165,Census Tract 240,New York,New York,NYC,1648,3.342027,0.008495,13.99976,0.039442,65.000416,0,0,0.111,160.062,0.098301,162.000048,0,0,0,0,0,0,67,0.032155
166,Census Tract 14.01,New York,New York,NYC,3005,130.04822,0.142429,427.999145,0.224626,675.00113,0.304,456.608,0.071,213.923,0.693178,2082.99989,0.926462,1502,0.161465,242.52043,0.283758,426.204516,315,0.350865
167,Census Tract 217.03,New York,New York,NYC,6,0.077363,0,0,0,0,0,0,0,0,0.5,3,1,0,0,0,0,0,1108,0.1875
168,Census Tract 152,New York,New York,NYC,7275,145.959764,0.176907,1286.998425,0.148316,1078.9989,0.379,1358.336,0.134,895.924,0.558625,4063.996875,0.949312,3584,0.763806,2737.480704,0.417722,1497.115648,1943,0.440961
169,Census Tract 229,New York,New York,NYC,8300,174.29002,0.201205,1670.0015,0.101687,844.0021,0.648,1816.344,0.384,3232.128,0.083976,697.0008,0.905499,2803,0.931995,2612.381985,0.303485,850.668455,976,0.444981
170,Census Tract 161,New York,New York,NYC,6437,167.263872,0.119155,767.000735,0.130496,840.002752,0.251,912.887,0.007,41.314,0.834395,5371.000615,0.899905,3637,0.768295,2794.288915,0.535148,1946.333276,1574,0.443174
171,Census Tract 247,New York,New York,NYC,7074,119.938245,0.180662,1278.002988,0.162426,1149.001524,0.601,1458.627,0.483,3855.789,0.120582,852.997068,0.953479,2427,0.884533,2146.761591,0.204761,496.954947,83,0.448805
172,Census Tract 163,New York,New York,NYC,6624,93.638251,0.134662,892.001088,0.173309,1147.998816,0.262,1021.276,0.061,401.685,0.827748,5483.002752,0.89093,3898,0.61439,2394.89222,0.509737,1986.954826,4385,0.434222
173,Census Tract 206,New York,New York,NYC,2942,80.041432,0.200884,591.000728,0.065942,194.001364,0.583,700.766,0.039,102.726,0.092454,271.999668,0.871162,1202,0.824127,990.600654,0.524777,630.781954,1178,0.400168
174,Census Tract 165,New York,New York,NYC,6402,126.803957,0.15214,974.00028,0.156357,1000.997514,0.194,665.42,0.098,652.19,0.823024,5268.999648,0.882627,3430,0.57115,1959.0445,0.366254,1256.25122,1467,0.405444
175,Census Tract 183,New York,New York,NYC,8667,148.58569,0.129572,1123.000524,0.15184,1315.99728,0.371,1665.419,0.06,510.96,0.686166,5947.000722,0.903577,4489,0.740255,3323.004695,0.45814,2056.59046,1664,0.437569
176,Census Tract 180,New York,New York,NYC,7476,142.361565,0.251605,1880.99898,0.093499,698.998524,0.742,2002.658,0.209,1506.681,0.069823,521.996748,0.949268,2699,0.968587,2614.216313,0.347888,938.949712,534,0.453959
177,Census Tract 160.02,New York,New York,NYC,3131,246.411096,0.158416,496.000496,0.129032,403.999192,0.307,358.883,0.064,228.224,0.684446,2143.000426,0.896212,1169,0.707143,826.650167,0.274351,320.716319,518,0.402575
178,Census Tract 167,New York,New York,NYC,6564,131.986216,0.168647,1106.998908,0.17078,1120.99992,0.264,840.048,0.049,297.332,0.830896,5454.001344,0.905676,3182,0.589003,1874.207546,0.399939,1272.605898,2845,0.422243
179,Census Tract 175,New York,New York,NYC,10820,187.782855,0.181146,1959.99972,0.202218,2187.99876,0.194,990.564,0.038,379.886,0.8,8656,0.897206,5106,0.493602,2520.331812,0.401448,2049.793488,2927,0.400953
180,Census Tract 249,New York,New York,NYC,1101,73.488571,0.200727,221.000427,0.103542,113.999742,0.729,263.898,0.318,321.498,0.063579,70.000479,0.9425,362,0.955869,346.024578,0.237559,85.996358,90,0.443847
181,Census Tract 219,New York,New York,NYC,6023,82.661131,0.261498,1575.002454,0.120206,724.000738,0.847,1779.547,0.272,1557.2,0.027395,165.000085,0.934464,2101,0.973609,2045.552509,0.281056,590.498656,3905,0.464653
182,Census Tract 170,New York,New York,NYC,7855,173.786069,0.200255,1573.003025,0.185105,1453.999775,0.594,1869.912,0.338,2526.888,0.077912,611.99876,0.953454,3148,0.895392,2818.694016,0.35964,1132.14672,1275,0.45047
183,Census Tract 169,New York,New York,NYC,8108,182.289504,0.140355,1137.99834,0.137889,1118.004012,0.202,854.46,0.037,278.203,0.769487,6239.000596,0.909243,4230,0.650565,2751.88995,0.456045,1929.07035,2761,0.412823
184,Census Tract 239,New York,New York,NYC,2371,149.510866,0.196963,466.999273,0.153943,364.998853,0.695,688.745,0.25,561,0.09321,221.00091,0.923006,991,0.784264,777.205624,0.391709,388.183619,29,0.436012
185,Census Tract 171,New York,New York,NYC,8989,157.228429,0.166314,1494.996546,0.157303,1413.996667,0.254,1166.876,0.071,642.55,0.801869,7208.000441,0.919329,4594,0.571626,2626.049844,0.373898,1717.687412,4539,0.414417
186,Census Tract 181,New York,New York,NYC,8866,259.143796,0.142342,1262.004172,0.208437,1848.002442,0.326,1445.484,0.042,377.664,0.596887,5292.000142,0.949958,4434,0.781517,3465.246378,0.331892,1471.609128,1580,0.422379
187,Census Tract 201.02,New York,New York,NYC,3865,187.657161,0.215006,830.99819,0.066235,255.998275,0.536,936.928,0.079,307.942,0.187581,725.000565,0.907366,1748,0.90024,1573.61952,0.331415,579.31342,99,0.402855
188,Census Tract 174.02,New York,New York,NYC,2093,166.962261,0.225036,471.000348,0.102723,214.999239,0.547,470.967,0.184,438.104,0.107979,226.000047,0.948661,861,1,861,0.27233,234.47613,353,0.423466
189,Census Tract 287,New York,New York,NYC,4035,28.667076,0.200248,808.00068,0.083024,335.00184,0.517,868.043,0.318,1290.762,0.266171,1073.999985,0.958864,1679,0.979634,1644.805486,0.291831,489.984249,364,0.451846
190,Census Tract 2.01,New York,New York,NYC,3058,131.138604,0.228581,699.000698,0.152387,465.999446,0.8,788.8,0.537,1444.53,0.059516,181.999928,0.957547,986,1,986,0.328023,323.430678,240,0.507882
191,Census Tract 164,New York,New York,NYC,6127,139.780357,0.251836,1542.999172,0.104945,642.998015,0.571,1380.678,0.258,1611.984,0.10772,660.00044,0.974433,2418,1,2418,0.274181,662.969658,1342,0.442764
192,Census Tract 182,New York,New York,NYC,6768,154.829806,0.255615,1730.00232,0.104758,709.002144,0.706,1801.006,0.252,1636.74,0.053487,362.000016,0.923933,2551,0.992226,2531.168526,0.335289,855.322239,561,0.452913
193,Census Tract 223.01,New York,New York,NYC,7917,183.693515,0.22357,1770.00369,0.104838,830.002446,0.679,1571.885,0.427,3397.212,0.09208,728.99736,0.942355,2315,0.969823,2245.140245,0.239027,553.347505,399,0.459712
194,Census Tract 185,New York,New York,NYC,4190,130.050206,0.093317,390.99823,0.242482,1015.99958,0.284,736.128,0.04,168.44,0.657995,2756.99905,0.91133,2592,0.782207,2027.480544,0.460586,1193.838912,590,0.43399
195,Census Tract 210,New York,New York,NYC,6637,134.508927,0.225102,1494.001974,0.161067,1069.001679,0.623,1862.147,0.074,504.68,0.020039,132.998843,0.970645,2989,0.906861,2710.607529,0.312959,935.434451,94,0.411709
196,Census Tract 277,New York,New York,NYC,7086,176.509825,0.206605,1464.00303,0.183743,1302.002898,0.717,1436.151,0.416,2787.2,0.073384,519.999024,0.94773,2003,1,2003,0.305781,612.479343,1256,0.48128
197,Census Tract 235.02,New York,New York,NYC,1819,178.083032,0.24464,445.00016,0.105553,192.000907,0.683,499.956,0.129,207.69,0.065421,119.000799,0.9375,732,1,732,0.391378,286.488696,38,0.444561
198,Census Tract 221.02,New York,New York,NYC,2175,88.909475,0.146207,318.000225,0.092414,201.00045,0.515,632.42,0.028,58.856,0.127356,276.9993,0.876723,1228,0.550593,676.128204,0.428897,526.685516,197,0.345649
199,Census Tract 197.01,New York,New York,NYC,641,10.993109,0.157566,100.999806,0.054602,34.999882,0.477,167.904,0.124,82.212,0.516381,331.000221,0.959248,352,1,352,0.353028,124.265856,480,0.455228
200,Census Tract 195,New York,New York,NYC,8197,147.502803,0.143833,1178.999101,0.125778,1031.002266,0.328,1125.696,0.109,820.334,0.603025,4942.995925,0.940741,3432,0.727333,2496.206856,0.414148,1421.355936,1097,0.423982
201,Census Tract 189,New York,New York,NYC,11547,176.072159,0.173378,2001.995766,0.195289,2255.002083,0.599,3010.574,0.188,2182.68,0.24829,2867.00463,0.94815,5026,0.873721,4391.321746,0.370326,1861.258476,2017,0.449519
202,Census Tract 241,New York,New York,NYC,7642,171.354547,0.163308,1247.999736,0.187909,1436.000578,0.532,1705.592,0.385,3066.91,0.142502,1089.000284,0.944089,3206,0.856349,2745.454894,0.310982,997.008292,1764,0.440267
203,Census Tract 190,New York,New York,NYC,3083,120.195896,0.225754,695.999582,0.106714,328.999262,0.426,540.168,0.141,396.492,0.16445,506.99935,0.897756,1268,0.600209,761.065012,0.360056,456.551008,566,0.365242
204,Census Tract 201.01,New York,New York,NYC,1731,127.071587,0.051993,89.999883,0.046216,79.999896,0.367,117.44,0.062,138.074,0.523975,907.000725,0.958466,320,0.871011,278.72352,0.321809,102.97888,3357,0.400309
205,Census Tract 214,New York,New York,NYC,3001,88.711686,0.113962,341.999962,0.195268,585.999268,0.666,1229.436,0.009,26.721,0.051983,156.000983,0.948144,1846,0.992953,1832.991238,0.528523,975.653458,149,0.438229
206,Census Tract 208,New York,New York,NYC,4591,125.056933,0.195164,895.997924,0.08386,385.00126,0.599,1254.306,0.07,335.58,0.132433,607.999903,0.866335,2094,0.863306,1807.762764,0.36875,772.1625,288,0.397356
207,Census Tract 188,New York,New York,NYC,6008,163.694199,0.235852,1416.998816,0.088881,533.997048,0.69,1542.15,0.399,2088.765,0.116844,701.998752,0.908439,2235,0.958213,2141.606055,0.37428,836.5158,712,0.471439
208,Census Tract 230,New York,New York,NYC,8106,188.873491,0.240069,1945.999314,0.110906,899.004036,0.646,2407.642,0.115,990.035,0.056131,454.997886,0.876048,3727,0.919199,3425.854673,0.327657,1221.177639,537,0.411376
209,Census Tract 263,New York,New York,NYC,8729,224.707107,0.20999,1833.00271,0.109978,959.997962,0.71,2025.63,0.534,4595.07,0.081109,708.000461,0.95725,2853,0.989645,2823.457185,0.268233,765.268749,1056,0.482526
210,Census Tract 224,New York,New York,NYC,6427,133.595295,0.264665,1701.001955,0.10098,648.99846,0.795,2012.94,0.126,783.72,0.044033,283.000091,0.929716,2532,0.925908,2344.399056,0.369986,936.804552,480,0.444536
211,Census Tract 87,New York,New York,NYC,6338,155.032184,0.080151,507.997038,0.078889,499.998482,0.225,897.075,0.066,407.682,0.726097,4602.002786,0.919418,3987,0.685803,2734.296561,0.545539,2175.063993,8551,0.415862
