Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Civilian Employed Population 16 Years and Over in Households that Have a Computer,Total Civilian Household Population 16 Years and Over,Population 16 Years and Over in the Civilian Labor Force in Households,Civilian Employed Population 16 Years and Over in Households,Civilian Employed Population 16 Years and Over in Households that Have a Computer with Dial-up Internet Subscription Alone,Civilian Employed Population 16 Years and Over in Households that Have a Computer with a Broadband Internet Subscription,Civilian Employed Population 16 Years and Over in Households that Have a Computer without an Internet Subscription,Civilian Employed Population 16 Years and Over in Households that Have No Computer,Civilian Unemployed Population 16 Years and Over in Households,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer with dial-up Internet Subscription Alone,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer with a Broadband Internet Subscription,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer without an Internet Subscription,Civilian Unemployed Population 16 Years and Over in Households that Have No Computer,Population 16 Years and Over in Households who are Not in the Labor Force in Households,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer with dial-up Internet Subscription Alone,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer with a Broadband Internet Subscription,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer without an Internet Subscription,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have No Computer,Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Employed Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Unemployed Population 16 Years and Over in Households that Have No Computer,Percent of Population 16 Years and Over who are Not in the Labor Force in Households that Have No Computer,Shape Area,Shape Length
50090,11375,11375,36081038302,4482808,1281692,Census Tract 383.02,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8784489.15234375,23635.4439917177
50091,11411,11411,36081038400,297515,0,Census Tract 384,New York,Queens County,929,1850,1242,1092,31,894,4,163,150,81,0,81,0,69,608,494,0,489,5,114,346,18.7,14.9,46.0,18.8,518050.84765625,3129.40934178084
50091,11412,11412,36081038400,297515,0,Census Tract 384,New York,Queens County,929,1850,1242,1092,31,894,4,163,150,81,0,81,0,69,608,494,0,489,5,114,346,18.7,14.9,46.0,18.8,518050.84765625,3129.40934178084
50092,11412,11412,36081039400,348243,0,Census Tract 394,New York,Queens County,1505,2538,1713,1534,0,1369,136,29,179,162,0,131,31,17,825,765,0,656,109,60,106,4.2,1.9,9.5,7.3,606308.3359375,4368.080098617021
50093,11412,11412,36081039800,200591,0,Census Tract 398,New York,Queens County,968,1459,1072,991,0,905,63,23,81,81,0,81,0,0,387,369,0,317,52,18,41,2.8,2.3,0.0,4.7,349291.9609375,2693.7298142866002
50094,11368,11368,36081039900,169666,0,Census Tract 399,New York,Queens County,1707,2897,1923,1877,0,1209,498,170,46,46,0,46,0,0,974,796,0,694,102,178,348,12.0,9.1,0.0,18.3,295947.36328125,2518.1119235521
50095,11412,11412,36081040000,196301,0,Census Tract 400,New York,Queens County,820,1264,891,851,0,806,14,31,40,34,0,34,0,6,373,336,5,313,18,37,74,5.9,3.6,15.0,9.9,341858.2265625,2525.2937898676396
50096,11368,11368,36081040100,211990,0,Census Tract 401,New York,Queens County,3200,5412,4070,3852,0,2738,462,652,218,146,0,134,12,72,1342,1078,0,864,214,264,988,18.3,16.9,33.0,19.7,369768.7890625,2793.3955425278496
50097,11412,11412,36081040200,218312,0,Census Tract 402,New York,Queens County,873,1353,942,873,0,859,14,0,69,69,0,69,0,0,411,394,0,394,0,17,17,1.3,0.0,0.0,4.1,380215.55859375,2700.53688428085
50098,11368,11368,36081040300,199944,0,Census Tract 403,New York,Queens County,3238,5182,3615,3341,47,2789,402,103,274,274,0,246,28,0,1567,1414,0,1285,129,153,256,4.9,3.1,0.0,9.8,348748.7890625,2675.9079702595
50099,11412,11412,36081040400,479414,0,Census Tract 404,New York,Queens County,1824,3254,2132,1880,0,1798,26,56,252,214,0,155,59,38,1122,1016,0,968,48,106,200,6.1,3.0,15.1,9.4,835075.54296875,3870.5853481007002
50099,11423,11423,36081040400,479414,0,Census Tract 404,New York,Queens County,1824,3254,2132,1880,0,1798,26,56,252,214,0,155,59,38,1122,1016,0,968,48,106,200,6.1,3.0,15.1,9.4,835075.54296875,3870.5853481007002
50100,11368,11368,36081040500,129469,0,Census Tract 405,New York,Queens County,1395,2459,1801,1692,0,1134,261,297,109,109,0,93,16,0,658,533,0,469,64,125,422,17.2,17.6,0.0,19.0,225822.375,2784.79866571247
50101,11368,11368,36081040700,199521,0,Census Tract 407,New York,Queens County,4184,6670,4652,4467,0,3046,1138,283,185,168,0,117,51,17,2018,1616,0,1307,309,402,702,10.5,6.3,9.2,19.9,348006.4609375,3522.4279140179206
50102,11368,11368,36081040900,152469,0,Census Tract 409,New York,Queens County,2354,4273,2786,2676,0,1765,589,322,110,60,0,50,10,50,1487,1126,0,1004,122,361,733,17.2,12.0,45.5,24.3,265930.9140625,3222.23537004313
50103,11368,11368,36081041100,137681,0,Census Tract 411,New York,Queens County,1976,3128,2122,2028,15,1734,227,52,94,94,0,94,0,0,1006,906,16,835,55,100,152,4.9,2.6,0.0,9.9,240101.87890625,2117.304830218
50104,11368,11368,36081041300,158802,0,Census Tract 413,New York,Queens County,2062,3373,2273,2211,0,1545,517,149,62,62,0,62,0,0,1100,951,0,728,223,149,298,8.8,6.7,0.0,13.5,276940.48046875,2256.2091795305
50105,11433,11433,36081041400,473215,0,Census Tract 414,New York,Queens County,2220,3653,2523,2220,0,2031,189,0,303,303,0,253,50,0,1130,867,0,771,96,263,263,7.2,0.0,0.0,23.3,824147.06640625,4039.0482299248297
50106,11368,11368,36081041500,170942,0,Census Tract 415,New York,Queens County,1897,3129,1999,1946,0,1728,169,49,53,53,0,43,10,0,1130,995,0,774,221,135,184,5.9,2.5,0.0,11.9,298124.1875,2255.18731483738
50107,11412,11412,36081042400,516440,0,Census Tract 424,New York,Queens County,1244,2050,1362,1244,11,1083,150,0,118,118,0,118,0,0,688,645,0,580,65,43,43,2.1,0.0,0.0,6.3,899307.1171875,4327.699626569671
50107,11433,11433,36081042400,516440,0,Census Tract 424,New York,Queens County,1244,2050,1362,1244,11,1083,150,0,118,118,0,118,0,0,688,645,0,580,65,43,43,2.1,0.0,0.0,6.3,899307.1171875,4327.699626569671
50107,11434,11434,36081042400,516440,0,Census Tract 424,New York,Queens County,1244,2050,1362,1244,11,1083,150,0,118,118,0,118,0,0,688,645,0,580,65,43,43,2.1,0.0,0.0,6.3,899307.1171875,4327.699626569671
50108,11434,11434,36081042600,521709,0,Census Tract 426,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,908308.921875,4020.46792095349
50109,11368,11368,36081042700,170556,0,Census Tract 427,New York,Queens County,2537,3682,2618,2589,0,2272,265,52,29,29,0,23,6,0,1064,936,0,827,109,128,180,4.9,2.0,0.0,12.0,297425.7578125,2741.59008803715
50110,11434,11434,36081043200,238369,0,Census Tract 432,New York,Queens County,616,1069,712,631,3,574,39,15,81,81,0,68,13,0,357,350,0,281,69,7,22,2.1,2.4,0.0,2.0,415037.453125,3745.28673158115
50111,11433,11433,36081043400,205351,0,Census Tract 434,New York,Queens County,931,1437,1017,938,0,931,0,7,79,79,0,79,0,0,420,399,4,333,62,21,28,1.9,0.7,0.0,5.0,357599.32421875,2907.4139968109603
50112,11368,11368,36081043701,145211,0,Census Tract 437.01,New York,Queens County,1242,1943,1334,1280,0,1145,97,38,54,54,0,34,20,0,609,558,0,496,62,51,89,4.6,3.0,0.0,8.4,253193.1328125,2216.72263816677
50112,11375,11375,36081043701,145211,0,Census Tract 437.01,New York,Queens County,1242,1943,1334,1280,0,1145,97,38,54,54,0,34,20,0,609,558,0,496,62,51,89,4.6,3.0,0.0,8.4,253193.1328125,2216.72263816677
50113,11368,11368,36081043702,175706,0,Census Tract 437.02,New York,Queens County,3018,5016,3274,3101,0,2655,363,83,173,173,0,65,108,0,1742,1540,0,1373,167,202,285,5.7,2.7,0.0,11.6,306357.5625,2280.6373732016
50114,11368,11368,36081043900,164750,0,Census Tract 439,New York,Queens County,1597,2869,1980,1790,0,1305,292,193,190,174,0,174,0,16,889,721,0,664,57,168,377,13.1,10.8,8.4,18.9,287287.71875,2374.96070150608
50115,11433,11433,36081044000,378559,0,Census Tract 440,New York,Queens County,1588,3002,1975,1664,11,1486,91,76,311,296,0,276,20,15,1027,917,10,796,111,110,201,6.7,4.6,4.8,10.7,659354.91015625,3632.7913330035103
50116,11368,11368,36081044301,133649,0,Census Tract 443.01,New York,Queens County,1209,2970,1530,1292,0,992,217,83,238,220,0,192,28,18,1440,1028,0,753,275,412,513,17.3,6.4,7.6,28.6,233047.57421875,2334.78435284996
50117,11368,11368,36081044302,277955,0,Census Tract 443.02,New York,Queens County,1792,3447,2155,2030,0,1693,99,238,125,125,0,125,0,0,1292,1024,0,944,80,268,506,14.7,11.7,0.0,20.7,484664.25390625,2771.6500560076397
50117,11373,11373,36081044302,277955,0,Census Tract 443.02,New York,Queens County,1792,3447,2155,2030,0,1693,99,238,125,125,0,125,0,0,1292,1024,0,944,80,268,506,14.7,11.7,0.0,20.7,484664.25390625,2771.6500560076397
50118,11412,11412,36081044400,897131,0,Census Tract 444,New York,Queens County,1388,2562,1601,1476,0,1257,131,88,125,107,0,107,0,18,961,825,5,776,44,136,242,9.4,6.0,14.4,14.2,1562714.4453125,8315.56590592264
50118,11423,11423,36081044400,897131,0,Census Tract 444,New York,Queens County,1388,2562,1601,1476,0,1257,131,88,125,107,0,107,0,18,961,825,5,776,44,136,242,9.4,6.0,14.4,14.2,1562714.4453125,8315.56590592264
50118,11432,11432,36081044400,897131,0,Census Tract 444,New York,Queens County,1388,2562,1601,1476,0,1257,131,88,125,107,0,107,0,18,961,825,5,776,44,136,242,9.4,6.0,14.4,14.2,1562714.4453125,8315.56590592264
50118,11433,11433,36081044400,897131,0,Census Tract 444,New York,Queens County,1388,2562,1601,1476,0,1257,131,88,125,107,0,107,0,18,961,825,5,776,44,136,242,9.4,6.0,14.4,14.2,1562714.4453125,8315.56590592264
50119,11432,11432,36081044601,224773,0,Census Tract 446.01,New York,Queens County,1459,2497,1707,1606,0,1429,30,147,101,70,0,60,10,31,790,489,0,454,35,301,479,19.2,9.2,30.7,38.1,391522.15234375,2515.81276623004
50119,11433,11433,36081044601,224773,0,Census Tract 446.01,New York,Queens County,1459,2497,1707,1606,0,1429,30,147,101,70,0,60,10,31,790,489,0,454,35,301,479,19.2,9.2,30.7,38.1,391522.15234375,2515.81276623004
50120,11432,11432,36081044602,170076,0,Census Tract 446.02,New York,Queens County,1639,3017,1873,1750,0,1489,150,111,123,110,0,88,22,13,1144,921,0,821,100,223,347,11.5,6.3,10.6,19.5,296277.46875,2225.3715849303303
50121,11432,11432,36081044800,208002,0,Census Tract 448,New York,Queens County,1146,2056,1311,1192,0,1050,96,46,119,119,0,119,0,0,745,726,0,622,104,19,65,3.2,3.9,0.0,2.6,362372.90625,2820.72672463492
50122,11432,11432,36081045000,172164,0,Census Tract 450,New York,Queens County,1114,1826,1208,1114,0,1067,47,0,94,92,0,84,8,2,618,579,0,543,36,39,41,2.2,0.0,2.1,6.3,299967.94140625,2253.11768171867
50123,11432,11432,36081045200,214219,0,Census Tract 452,New York,Queens County,341,660,372,355,0,337,4,14,17,17,0,17,0,0,288,265,0,255,10,23,37,5.6,3.9,0.0,8.0,373248.9296875,2888.71126552308
50124,11432,11432,36081045400,230996,0,Census Tract 454,New York,Queens County,1879,3469,2093,1956,11,1711,157,77,137,137,0,128,9,0,1376,1264,0,1202,62,112,189,5.4,3.9,0.0,8.1,402452.8515625,3370.0639548970803
50125,11368,11368,36081045500,148244,0,Census Tract 455,New York,Queens County,7253,11682,7684,7408,0,6419,834,155,276,276,0,276,0,0,3998,3418,0,2505,913,580,735,6.3,2.1,0.0,14.5,258462.39453125,2131.05031999425
50126,11432,11432,36081045600,162232,0,Census Tract 456,New York,Queens County,578,1112,629,578,23,545,10,0,51,51,0,51,0,0,483,458,29,411,18,25,25,2.2,0.0,0.0,5.2,282683.9140625,3064.3643043827697
50127,11373,11373,36081045700,150517,0,Census Tract 457,New York,Queens County,1673,2566,1904,1856,0,1574,99,183,48,48,0,48,0,0,662,548,0,502,46,114,297,11.6,9.9,0.0,17.2,262435.6640625,2243.82472661648
50128,11432,11432,36081045800,245281,0,Census Tract 458,New York,Queens County,1054,1788,1160,1071,0,1005,49,17,89,89,0,89,0,0,628,576,0,533,43,52,69,3.9,1.6,0.0,8.3,427373.125,3599.0474435956
50129,11373,11373,36081045900,136886,0,Census Tract 459,New York,Queens County,1696,2703,1843,1716,0,1682,14,20,127,127,0,127,0,0,860,802,0,798,4,58,78,2.9,1.2,0.0,6.7,238684.7578125,2177.54787163833
50130,11432,11432,36081046000,221268,0,Census Tract 460,New York,Queens County,2384,4611,2996,2800,22,2183,179,416,196,175,0,149,26,21,1615,1288,0,1188,100,327,764,16.6,14.9,10.7,20.2,385457.50390625,2519.17912582592
50131,11373,11373,36081046100,112817,0,Census Tract 461,New York,Queens County,1155,2004,1317,1205,0,1128,27,50,112,101,0,101,0,11,687,626,0,616,10,61,122,6.1,4.1,9.8,8.9,196723.91015625,2161.06165763912
50132,11432,11432,36081046200,249611,0,Census Tract 462,New York,Queens County,3082,5291,3402,3249,0,2680,402,167,153,153,0,139,14,0,1889,1634,17,1412,205,255,422,8.0,5.1,0.0,13.5,434851.1015625,2792.3065759652195
50133,11373,11373,36081046300,159415,0,Census Tract 463,New York,Queens County,1921,3170,2201,2127,0,1750,171,206,74,60,0,54,6,14,969,879,0,847,32,90,310,9.8,9.7,18.9,9.3,278001.7578125,2650.90248609917
50134,11432,11432,36081046400,228767,0,Census Tract 464,New York,Queens County,739,1142,796,739,0,739,0,0,57,57,0,57,0,0,346,305,0,305,0,41,41,3.6,0.0,0.0,11.8,398624.60546875,3888.38014587257
50135,11368,11368,36081046500,129758,0,Census Tract 465,New York,Queens County,1748,2871,1975,1898,0,1433,315,150,77,67,0,67,0,10,896,788,0,671,117,108,268,9.3,7.9,13.0,12.1,226303.9609375,1979.3783011091398
50135,11373,11373,36081046500,129758,0,Census Tract 465,New York,Queens County,1748,2871,1975,1898,0,1433,315,150,77,67,0,67,0,10,896,788,0,671,117,108,268,9.3,7.9,13.0,12.1,226303.9609375,1979.3783011091398
50136,11432,11432,36081046600,240535,0,Census Tract 466,New York,Queens County,1628,2791,1811,1660,0,1518,110,32,151,151,0,151,0,0,980,868,0,855,13,112,144,5.2,1.9,0.0,11.4,419091.15625,3178.65126072175
50137,11373,11373,36081046700,141858,0,Census Tract 467,New York,Queens County,2630,4696,2938,2758,0,2321,309,128,180,180,0,180,0,0,1758,1238,0,957,281,520,648,13.8,4.6,0.0,29.6,247395.69140625,2596.78256323803
50138,11423,11423,36081046800,229419,0,Census Tract 468,New York,Queens County,1363,2667,1540,1440,20,1300,43,77,100,98,0,76,22,2,1127,1008,18,909,81,119,198,7.4,5.3,2.0,10.6,399678.328125,2617.3550018106603
50138,11432,11432,36081046800,229419,0,Census Tract 468,New York,Queens County,1363,2667,1540,1440,20,1300,43,77,100,98,0,76,22,2,1127,1008,18,909,81,119,198,7.4,5.3,2.0,10.6,399678.328125,2617.3550018106603
50139,11373,11373,36081046900,151385,0,Census Tract 469,New York,Queens County,3738,6212,3961,3804,19,3281,438,66,157,157,0,157,0,0,2251,1897,37,1560,300,354,420,6.8,1.7,0.0,15.7,264007.171875,2927.05777210792
50140,11423,11423,36081047000,229319,0,Census Tract 470,New York,Queens County,1471,2717,1635,1493,19,1337,115,22,142,142,0,142,0,0,1082,1026,18,928,80,56,78,2.9,1.5,0.0,5.2,399519.28515625,2668.29477903694
50141,11373,11373,36081047100,158097,0,Census Tract 471,New York,Queens County,1946,3381,2110,1990,0,1863,83,44,120,120,0,120,0,0,1271,1179,10,1118,51,92,136,4.0,2.2,0.0,7.2,275677.3359375,2331.52490783527
50142,11423,11423,36081047200,520868,0,Census Tract 472,New York,Queens County,1728,2832,1840,1757,7,1687,34,29,83,83,0,83,0,0,992,878,0,861,17,114,143,5.0,1.7,0.0,11.5,907621.58203125,4190.97228350893
50142,11432,11432,36081047200,520868,0,Census Tract 472,New York,Queens County,1728,2832,1840,1757,7,1687,34,29,83,83,0,83,0,0,992,878,0,861,17,114,143,5.0,1.7,0.0,11.5,907621.58203125,4190.97228350893
50143,11373,11373,36081047300,198491,0,Census Tract 473,New York,Queens County,2230,3847,2438,2289,0,2080,150,59,149,149,0,135,14,0,1409,1249,0,1128,121,160,219,5.7,2.6,0.0,11.4,346075.828125,2907.07457752814
50144,11373,11373,36081047500,281982,0,Census Tract 475,New York,Queens County,2340,3365,2511,2340,7,2137,196,0,171,171,0,149,22,0,854,773,0,726,47,81,81,2.4,0.0,0.0,9.5,491587.56640625,3586.7624273334495
50145,11423,11423,36081047600,547425,0,Census Tract 476,New York,Queens County,785,1237,833,785,0,759,26,0,48,48,0,48,0,0,404,395,0,395,0,9,9,0.7,0.0,0.0,2.2,954036.67578125,4622.26450483127
50146,11423,11423,36081047800,653125,0,Census Tract 478,New York,Queens County,3027,4764,3352,3085,0,2611,416,58,267,267,0,267,0,0,1412,1240,0,1041,199,172,230,4.8,1.9,0.0,12.2,1138148.13671875,5884.38640255911
50146,11427,11427,36081047800,653125,0,Census Tract 478,New York,Queens County,3027,4764,3352,3085,0,2611,416,58,267,267,0,267,0,0,1412,1240,0,1041,199,172,230,4.8,1.9,0.0,12.2,1138148.13671875,5884.38640255911
50147,11373,11373,36081047900,392476,0,Census Tract 479,New York,Queens County,2462,4235,2571,2462,0,2391,71,0,109,109,0,109,0,0,1664,1538,9,1382,147,126,126,3.0,0.0,0.0,7.6,684265.953125,4711.09135338235
50148,11423,11423,36081048000,230261,0,Census Tract 480,New York,Queens County,1092,2169,1308,1132,21,1003,68,40,176,176,8,137,31,0,861,799,0,733,66,62,102,4.7,3.5,0.0,7.2,401178.9609375,2617.1133313714004
50149,11373,11373,36081048100,139052,0,Census Tract 481,New York,Queens County,2691,5072,2829,2720,0,2571,120,29,109,109,0,109,0,0,2243,1580,0,1542,38,663,692,13.6,1.1,0.0,29.6,242478.04296875,2250.14230900558
50150,11423,11423,36081048200,228378,0,Census Tract 482,New York,Queens County,689,1264,766,703,0,640,49,14,63,58,0,58,0,5,498,474,0,434,40,24,43,3.4,2.0,7.9,4.8,397917.5859375,2632.46436541702
50151,11373,11373,36081048300,221536,0,Census Tract 483,New York,Queens County,1865,3196,2086,2006,0,1797,68,141,80,80,0,80,0,0,1110,946,0,896,50,164,305,9.5,7.0,0.0,14.8,386307.0078125,3223.47950649115
50151,11377,11377,36081048300,221536,0,Census Tract 483,New York,Queens County,1865,3196,2086,2006,0,1797,68,141,80,80,0,80,0,0,1110,946,0,896,50,164,305,9.5,7.0,0.0,14.8,386307.0078125,3223.47950649115
50152,11423,11423,36081048400,414677,0,Census Tract 484,New York,Queens County,2951,4349,3280,3050,0,2865,86,99,230,230,0,230,0,0,1069,1008,0,966,42,61,160,3.7,3.2,0.0,5.7,722540.8671875,3523.3457439923704
50152,11427,11427,36081048400,414677,0,Census Tract 484,New York,Queens County,2951,4349,3280,3050,0,2865,86,99,230,230,0,230,0,0,1069,1008,0,966,42,61,160,3.7,3.2,0.0,5.7,722540.8671875,3523.3457439923704
50152,11428,11428,36081048400,414677,0,Census Tract 484,New York,Queens County,2951,4349,3280,3050,0,2865,86,99,230,230,0,230,0,0,1069,1008,0,966,42,61,160,3.7,3.2,0.0,5.7,722540.8671875,3523.3457439923704
50153,11373,11373,36081048500,317281,0,Census Tract 485,New York,Queens County,2469,3732,2595,2547,0,2457,12,78,48,48,0,48,0,0,1137,977,0,977,0,160,238,6.4,3.1,0.0,14.1,553235.0546875,4416.896020661649
50153,11377,11377,36081048500,317281,0,Census Tract 485,New York,Queens County,2469,3732,2595,2547,0,2457,12,78,48,48,0,48,0,0,1137,977,0,977,0,160,238,6.4,3.1,0.0,14.1,553235.0546875,4416.896020661649
50154,11373,11373,36081048900,362006,0,Census Tract 489,New York,Queens County,638,1126,682,659,0,601,37,21,23,23,0,23,0,0,444,398,0,366,32,46,67,6.0,3.2,0.0,10.4,631166.8984375,3826.2519515718395
50154,11377,11377,36081048900,362006,0,Census Tract 489,New York,Queens County,638,1126,682,659,0,601,37,21,23,23,0,23,0,0,444,398,0,366,32,46,67,6.0,3.2,0.0,10.4,631166.8984375,3826.2519515718395
50155,11427,11427,36081049200,486220,0,Census Tract 492,New York,Queens County,2563,4307,2798,2638,0,2492,71,75,160,160,0,160,0,0,1509,1301,0,1260,41,208,283,6.6,2.8,0.0,13.8,847380.30078125,4421.69844410581
50156,11377,11377,36081049301,164136,0,Census Tract 493.01,New York,Queens County,945,1692,1034,962,0,924,21,17,72,72,0,72,0,0,658,604,0,579,25,54,71,4.2,1.8,0.0,8.2,286136.02734375,2547.81403106059
50156,11378,11378,36081049301,164136,0,Census Tract 493.01,New York,Queens County,945,1692,1034,962,0,924,21,17,72,72,0,72,0,0,658,604,0,579,25,54,71,4.2,1.8,0.0,8.2,286136.02734375,2547.81403106059
50157,11378,11378,36081049302,275109,0,Census Tract 493.02,New York,Queens County,1336,2130,1433,1372,0,1294,42,36,61,61,0,61,0,0,697,605,0,557,48,92,128,6.0,2.6,0.0,13.2,479528.82421875,3644.73426735855
50158,11378,11378,36081049500,123282,0,Census Tract 495,New York,Queens County,622,1209,733,663,0,600,22,41,70,50,0,50,0,20,476,429,4,391,34,47,108,8.9,6.2,28.6,9.9,214870.4140625,2748.69247712561
50159,11428,11428,36081049600,273116,0,Census Tract 496,New York,Queens County,1419,2699,1651,1543,18,1365,36,124,108,95,0,78,17,13,1048,952,8,917,27,96,233,8.6,8.0,12.0,9.2,475903.671875,2734.02498143647
50160,11378,11378,36081049700,197571,0,Census Tract 497,New York,Queens County,1537,2491,1629,1565,0,1475,62,28,64,64,0,64,0,0,862,760,0,746,14,102,130,5.2,1.8,0.0,11.8,344413.734375,2476.92119213156
50161,11373,11373,36081049900,462388,0,Census Tract 499,New York,Queens County,2613,4501,2925,2687,0,2481,132,74,238,238,0,222,16,0,1576,1345,0,1298,47,231,305,6.8,2.8,0.0,14.7,806041.84375,4123.59598960396
50162,11423,11423,36081050000,336068,0,Census Tract 500,New York,Queens County,2148,3221,2474,2283,0,1881,267,135,191,121,0,65,56,70,747,634,0,579,55,113,318,9.9,5.9,36.6,15.1,585503.32421875,4393.50703780193
50163,11423,11423,36081050201,168128,0,Census Tract 502.01,New York,Queens County,866,1238,883,866,0,815,51,0,17,17,0,17,0,0,355,346,0,329,17,9,9,0.7,0.0,0.0,2.5,292890.23046875,2228.59793251815
50164,11423,11423,36081050202,152854,0,Census Tract 502.02,New York,Queens County,708,1132,802,731,0,638,70,23,71,71,0,71,0,0,330,302,0,255,47,28,51,4.5,3.1,0.0,8.5,266288.9921875,2102.54348416592
50165,11412,11412,36081050400,216307,0,Census Tract 504,New York,Queens County,1047,1647,1215,1081,11,1015,21,34,134,111,0,111,0,23,432,375,0,333,42,57,114,6.9,3.1,17.2,13.2,376777.19140625,2516.54697436371
50166,11373,11373,36081050500,116113,0,Census Tract 505,New York,Queens County,782,1207,843,782,0,736,46,0,61,61,0,61,0,0,364,285,0,255,30,79,79,6.5,0.0,0.0,21.7,202400.171875,1834.75829959231
50166,11374,11374,36081050500,116113,0,Census Tract 505,New York,Queens County,782,1207,843,782,0,736,46,0,61,61,0,61,0,0,364,285,0,255,30,79,79,6.5,0.0,0.0,21.7,202400.171875,1834.75829959231
50166,11379,11379,36081050500,116113,0,Census Tract 505,New York,Queens County,782,1207,843,782,0,736,46,0,61,61,0,61,0,0,364,285,0,255,30,79,79,6.5,0.0,0.0,21.7,202400.171875,1834.75829959231
50167,11412,11412,36081050600,206128,0,Census Tract 506,New York,Queens County,757,1259,798,757,0,657,100,0,41,41,0,41,0,0,461,396,0,319,77,65,65,5.2,0.0,0.0,14.1,359056.80859375,2489.9018812413897
50168,11373,11373,36081050700,372217,0,Census Tract 507,New York,Queens County,2073,3424,2403,2235,0,1883,190,162,168,154,0,128,26,14,1021,914,0,878,36,107,283,8.3,7.2,8.3,10.5,648781.7890625,3543.5209160763397
50168,11379,11379,36081050700,372217,0,Census Tract 507,New York,Queens County,2073,3424,2403,2235,0,1883,190,162,168,154,0,128,26,14,1021,914,0,878,36,107,283,8.3,7.2,8.3,10.5,648781.7890625,3543.5209160763397
50169,11412,11412,36081050800,219531,0,Census Tract 508,New York,Queens County,870,1564,1000,908,0,705,165,38,92,74,0,51,23,18,564,482,0,406,76,82,138,8.8,4.2,19.6,14.5,382413.8984375,2546.82324938174
50170,11412,11412,36081051000,184889,0,Census Tract 510,New York,Queens County,812,1332,885,829,29,733,50,17,56,56,0,48,8,0,447,402,0,328,74,45,62,4.7,2.1,0.0,10.1,322096.5234375,3131.19370664927
50170,11423,11423,36081051000,184889,0,Census Tract 510,New York,Queens County,812,1332,885,829,29,733,50,17,56,56,0,48,8,0,447,402,0,328,74,45,62,4.7,2.1,0.0,10.1,322096.5234375,3131.19370664927
50170,11429,11429,36081051000,184889,0,Census Tract 510,New York,Queens County,812,1332,885,829,29,733,50,17,56,56,0,48,8,0,447,402,0,328,74,45,62,4.7,2.1,0.0,10.1,322096.5234375,3131.19370664927
50171,11378,11378,36081051100,273907,0,Census Tract 511,New York,Queens County,1016,1705,1121,1059,0,951,65,43,62,56,0,50,6,6,584,470,0,445,25,114,163,9.6,4.1,9.7,19.5,477421.390625,3727.0100906742296
50172,11428,11428,36081051200,375794,0,Census Tract 512,New York,Queens County,1242,2149,1444,1249,0,1175,67,7,195,195,0,180,15,0,705,626,0,620,6,79,86,4.0,0.6,0.0,11.2,654685.703125,4218.0325473494295
50172,11429,11429,36081051200,375794,0,Census Tract 512,New York,Queens County,1242,2149,1444,1249,0,1175,67,7,195,195,0,180,15,0,705,626,0,620,6,79,86,4.0,0.6,0.0,11.2,654685.703125,4218.0325473494295
50173,11377,11377,36081051300,193535,0,Census Tract 513,New York,Queens County,1088,1764,1149,1104,0,1021,67,16,45,45,0,45,0,0,615,584,0,547,37,31,47,2.7,1.4,0.0,5.0,337383.38671875,2626.2429298951897
50173,11378,11378,36081051300,193535,0,Census Tract 513,New York,Queens County,1088,1764,1149,1104,0,1021,67,16,45,45,0,45,0,0,615,584,0,547,37,31,47,2.7,1.4,0.0,5.0,337383.38671875,2626.2429298951897
50174,11377,11377,36081051500,224365,0,Census Tract 515,New York,Queens County,1440,2717,1603,1522,0,1368,72,82,81,81,0,69,12,0,1114,1011,0,940,71,103,185,6.8,5.4,0.0,9.2,391117.19921875,3208.88648988768
50174,11378,11378,36081051500,224365,0,Census Tract 515,New York,Queens County,1440,2717,1603,1522,0,1368,72,82,81,81,0,69,12,0,1114,1011,0,940,71,103,185,6.8,5.4,0.0,9.2,391117.19921875,3208.88648988768
50175,11411,11411,36081051600,184315,0,Census Tract 516,New York,Queens County,843,1671,1085,869,9,757,77,26,216,216,7,174,35,0,586,563,6,432,125,23,49,2.9,3.0,0.0,3.9,321034.58984375,2872.44146917159
50175,11429,11429,36081051600,184315,0,Census Tract 516,New York,Queens County,843,1671,1085,869,9,757,77,26,216,216,7,174,35,0,586,563,6,432,125,23,49,2.9,3.0,0.0,3.9,321034.58984375,2872.44146917159
