Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total households,All Households that Have One or More Types of Computing Devices,All Households that Have a Desktop or Laptop,Households that have a Desktop or Laptop with No Other Type of Computing Device,All Households that Have a Smartphone,Households that Have a Smartphone with No Other Type of Computing Device,All Households that Have a Tablet or Other Portable Wireless Computer,Households that Have a Tablet or Other Portable Wireless Computer with No Other Type of Computing Device,All Households that Have an Other Computer,Households that Have an Other Computer with No Other Type of Computing Device,Households that Have No Computer,"Percent of Households that Have No Computer, Smartphone, or Tablet",All Households with an Internet Subscription,Households with Dial-up with No Other Type of Internet Subscription,Households with Broadband of Any Type,All Households with Cellular Data Plan,Households with Cellular Data Plan with No Other Type of Internet Subscription,"All Households with Broadband such as Cable, Fiber Optic or DSL","Households with Broadband such as Cable, Fiber Optic or DSL with No Other Type of Internet Subscription",All Households with Satellite Internet Service,Households with Satellite Internet Service with No Other Type of Internet Subscription,Households with Other Service with No Other Type of Internet Subscription,Households with Internet Access without a Subscription,Households with No Internet Access,Percent of Households with No Internet Access,Shape Area,Shape Length
50273,11422,11422,36081065600,590500,0,Census Tract 656,New York,Queens County,1452,1377,1262,30,1287,92,920,0,46,0,75,5.2,1296,0,1296,856,100,1178,430,74,10,0,28,128,8.8,1027183.25390625,6934.570071952719
50274,11379,11379,36081065702,144106,0,Census Tract 657.02,New York,Queens County,744,652,520,28,569,69,393,10,23,0,92,12.4,586,0,586,369,41,539,217,12,0,0,0,158,21.2,251073.29296875,2694.95708554419
50275,11379,11379,36081065703,268451,0,Census Tract 657.03,New York,Queens County,1033,957,839,96,839,74,617,0,44,0,76,7.4,894,0,894,645,94,800,217,46,0,0,10,129,12.5,467744.453125,2957.6025519194895
50276,11379,11379,36081065900,193751,0,Census Tract 659,New York,Queens County,659,606,536,87,467,39,359,15,29,0,53,8.0,523,0,523,348,30,493,175,23,0,0,25,111,16.8,337595.546875,3228.5187243094
50277,11422,11422,36081066000,386557,0,Census Tract 660,New York,Queens County,1024,942,873,98,794,19,674,30,24,0,82,8.0,868,8,860,462,62,788,372,56,0,0,0,156,15.2,672400.7734375,3427.02897230848
50278,11379,11379,36081066100,133576,0,Census Tract 661,New York,Queens County,602,518,465,31,436,30,343,6,12,0,84,14.0,491,0,491,294,31,450,191,20,6,0,0,111,18.4,232760.3046875,2289.84652639757
50279,11379,11379,36081066300,524960,0,Census Tract 663,New York,Queens County,982,901,855,82,745,10,631,23,48,0,81,8.2,860,13,847,562,68,779,280,18,0,0,8,114,11.6,914843.5078125,4627.24923684044
50280,11413,11413,36081066400,2809000,145671,Census Tract 664,New York,Queens County,2876,2692,2417,158,2481,241,1646,0,84,0,184,6.4,2621,0,2621,1521,171,2434,1080,199,0,0,0,255,8.9,5068994.7265625,16991.077844614
50280,11422,11422,36081066400,2809000,145671,Census Tract 664,New York,Queens County,2876,2692,2417,158,2481,241,1646,0,84,0,184,6.4,2621,0,2621,1521,171,2434,1080,199,0,0,0,255,8.9,5068994.7265625,16991.077844614
50281,11379,11379,36081066501,328021,0,Census Tract 665.01,New York,Queens County,1358,1226,1150,129,947,49,772,0,88,0,132,9.7,1192,25,1167,685,59,1077,419,31,31,0,11,155,11.4,571609.62890625,4673.26280437658
50282,11378,11378,36081066701,252628,0,Census Tract 667.01,New York,Queens County,1009,883,750,132,707,46,510,0,54,31,126,12.5,847,0,847,548,112,735,289,14,0,0,15,147,14.6,440261.01171875,3086.22854170135
50282,11379,11379,36081066701,252628,0,Census Tract 667.01,New York,Queens County,1009,883,750,132,707,46,510,0,54,31,126,12.5,847,0,847,548,112,735,289,14,0,0,15,147,14.6,440261.01171875,3086.22854170135
50283,11378,11378,36081066900,160095,0,Census Tract 669,New York,Queens County,610,539,498,57,467,31,372,5,11,0,71,11.6,490,5,485,278,10,470,202,43,5,0,30,90,14.8,279016.69140625,2421.8345328141395
50283,11379,11379,36081066900,160095,0,Census Tract 669,New York,Queens County,610,539,498,57,467,31,372,5,11,0,71,11.6,490,5,485,278,10,470,202,43,5,0,30,90,14.8,279016.69140625,2421.8345328141395
50284,11379,11379,36081067100,229104,0,Census Tract 671,New York,Queens County,869,739,671,91,608,26,486,12,30,0,130,15.0,711,0,711,441,17,694,270,54,0,0,21,137,15.8,399302.5234375,2975.1056046129997
50285,11379,11379,36081067700,185953,0,Census Tract 677,New York,Queens County,672,611,589,56,538,3,426,4,23,0,61,9.1,610,4,606,405,46,557,194,14,3,0,1,61,9.1,324038.77734375,2684.1706371353303
50286,11374,11374,36081067900,253611,0,Census Tract 679,New York,Queens County,1678,1516,1266,86,1326,169,856,42,101,0,162,9.7,1358,0,1358,569,68,1265,774,65,10,0,42,278,16.6,442007.9140625,3668.03425094159
50286,11379,11379,36081067900,253611,0,Census Tract 679,New York,Queens County,1678,1516,1266,86,1326,169,856,42,101,0,162,9.7,1358,0,1358,569,68,1265,774,65,10,0,42,278,16.6,442007.9140625,3668.03425094159
50287,11413,11413,36081068000,764229,0,Census Tract 680,New York,Queens County,1465,1445,1152,71,1208,44,1045,45,181,0,20,1.4,1292,24,1268,877,421,803,391,31,0,0,54,119,8.1,1329549.23046875,6011.256406036689
50288,11413,11413,36081068200,230135,0,Census Tract 682,New York,Queens County,343,325,276,23,285,10,234,10,37,0,18,5.2,309,0,309,190,108,201,119,3,0,0,10,24,7.0,400422.51171875,2907.50717241706
50289,11373,11373,36081068300,244391,0,Census Tract 683,New York,Queens County,1642,1435,1342,133,1241,49,885,13,54,0,207,12.6,1397,0,1397,1026,157,1219,371,53,0,0,0,245,14.9,426076.27734375,2759.63271779098
50290,11373,11373,36081068700,278499,0,Census Tract 687,New York,Queens County,1794,1691,1557,141,1411,83,1082,0,118,0,103,5.7,1663,0,1663,1022,153,1465,633,45,0,0,21,110,6.1,485475.90625,3363.90100126782
50290,11374,11374,36081068700,278499,0,Census Tract 687,New York,Queens County,1794,1691,1557,141,1411,83,1082,0,118,0,103,5.7,1663,0,1663,1022,153,1465,633,45,0,0,21,110,6.1,485475.90625,3363.90100126782
50291,11413,11413,36081069000,350534,0,Census Tract 690,New York,Queens County,977,902,745,27,789,63,584,42,191,0,75,7.7,769,13,756,464,231,525,292,0,0,0,0,208,21.3,609773.41015625,3761.78930121711
50292,11374,11374,36081069300,142998,0,Census Tract 693,New York,Queens County,1265,1061,922,160,836,108,671,0,56,0,204,16.1,1020,0,1020,508,96,919,486,52,0,0,0,245,19.4,249258.45703125,1976.32623803626
50293,11413,11413,36081069400,520067,4775,Census Tract 694,New York,Queens County,1118,1065,953,43,989,63,705,7,83,0,53,4.7,995,9,986,513,137,818,459,21,0,7,0,123,11.0,912867.0234375,4883.59063543512
50293,11422,11422,36081069400,520067,4775,Census Tract 694,New York,Queens County,1118,1065,953,43,989,63,705,7,83,0,53,4.7,995,9,986,513,137,818,459,21,0,7,0,123,11.0,912867.0234375,4883.59063543512
50294,11374,11374,36081069500,213219,0,Census Tract 695,New York,Queens County,817,721,645,71,629,21,476,0,64,0,96,11.8,681,0,681,390,34,635,291,21,0,0,19,117,14.3,371628.9765625,2602.48772324506
50295,11374,11374,36081069701,132473,0,Census Tract 697.01,New York,Queens County,1830,1702,1590,222,1431,55,1022,0,177,0,128,7.0,1596,0,1596,865,93,1484,713,37,0,0,37,197,10.8,230900.19140625,2688.59735757041
50296,11374,11374,36081069702,441419,0,Census Tract 697.02,New York,Queens County,1439,1242,1157,196,968,49,846,22,37,0,197,13.7,1164,10,1154,736,87,1018,408,51,10,0,10,265,18.4,769289.37890625,3605.2666684158503
50297,11374,11374,36081070300,241047,0,Census Tract 703,New York,Queens County,742,652,577,107,524,37,391,6,66,4,90,12.1,599,0,599,388,48,535,205,33,6,0,10,133,17.9,420013.07421875,3727.83341865947
50298,11375,11375,36081070700,222061,0,Census Tract 707,New York,Queens County,967,883,805,78,777,31,539,0,76,13,84,8.7,829,0,829,457,14,784,352,27,0,20,25,113,11.7,386912.9296875,2668.61738451094
50299,11375,11375,36081070900,219537,0,Census Tract 709,New York,Queens County,1045,927,900,53,844,5,640,0,81,22,118,11.3,895,0,895,618,46,838,266,7,0,11,16,134,12.8,382562.3828125,2982.9162674028003
50300,11374,11374,36081071100,375484,0,Census Tract 711,New York,Queens County,2734,2502,2362,292,2051,48,1713,59,96,0,232,8.5,2397,0,2397,1436,204,2166,918,30,0,27,33,304,11.1,654376.91796875,5132.842685995561
50300,11375,11375,36081071100,375484,0,Census Tract 711,New York,Queens County,2734,2502,2362,292,2051,48,1713,59,96,0,232,8.5,2397,0,2397,1436,204,2166,918,30,0,27,33,304,11.1,654376.91796875,5132.842685995561
50301,11375,11375,36081071303,140652,0,Census Tract 713.03,New York,Queens County,2682,2494,2348,77,2344,31,1785,0,78,0,188,7.0,2463,35,2428,1591,290,2123,837,70,0,0,17,202,7.5,245150.18359375,2410.21265645328
50302,11374,11374,36081071304,154865,0,Census Tract 713.04,New York,Queens County,3043,2641,2375,417,2007,43,1675,57,95,48,402,13.2,2404,52,2352,1356,154,2174,901,54,24,0,89,550,18.1,269945.88671875,2754.7227980071602
50302,11375,11375,36081071304,154865,0,Census Tract 713.04,New York,Queens County,3043,2641,2375,417,2007,43,1675,57,95,48,402,13.2,2404,52,2352,1356,154,2174,901,54,24,0,89,550,18.1,269945.88671875,2754.7227980071602
50303,11375,11375,36081071305,135001,0,Census Tract 713.05,New York,Queens County,2475,2266,2133,196,1876,48,1605,38,105,0,209,8.4,2164,0,2164,1218,125,2011,859,28,0,0,58,253,10.2,235285.97265625,2161.7710206269103
50304,11374,11374,36081071306,181329,0,Census Tract 713.06,New York,Queens County,3061,2742,2631,271,2349,0,1914,52,125,0,319,10.4,2670,14,2656,1765,277,2345,857,57,18,0,27,364,11.9,316049.56640625,2502.12377188165
50304,11375,11375,36081071306,181329,0,Census Tract 713.06,New York,Queens County,3061,2742,2631,271,2349,0,1914,52,125,0,319,10.4,2670,14,2656,1765,277,2345,857,57,18,0,27,364,11.9,316049.56640625,2502.12377188165
50305,11430,11434,36081071600,18319107,904474,Census Tract 716,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,31357688.7617188,35459.181477046004
50306,11374,11374,36081071701,190070,0,Census Tract 717.01,New York,Queens County,2476,2019,1877,241,1685,50,1244,30,256,0,457,18.5,1934,41,1893,1007,177,1683,872,74,0,0,26,516,20.8,331333.421875,2679.65737652727
50307,11374,11374,36081071702,226987,0,Census Tract 717.02,New York,Queens County,1939,1626,1485,237,1352,111,1001,0,44,0,313,16.1,1543,9,1534,1034,177,1348,482,51,0,9,19,377,19.4,395715.53515625,3090.9702428557202
50308,11374,11374,36081071900,165953,0,Census Tract 719,New York,Queens County,984,832,720,79,729,56,571,7,79,0,152,15.4,784,0,784,435,86,694,349,17,0,0,25,175,17.8,289328.12890625,2116.3476725871
50308,11375,11375,36081071900,165953,0,Census Tract 719,New York,Queens County,984,832,720,79,729,56,571,7,79,0,152,15.4,784,0,784,435,86,694,349,17,0,0,25,175,17.8,289328.12890625,2116.3476725871
50309,11374,11374,36081072100,170327,0,Census Tract 721,New York,Queens County,2100,1875,1687,283,1534,123,1034,27,82,0,225,10.7,1792,0,1792,998,197,1486,745,89,4,45,46,262,12.5,296920.16015625,2393.94041432094
50309,11375,11375,36081072100,170327,0,Census Tract 721,New York,Queens County,2100,1875,1687,283,1534,123,1034,27,82,0,225,10.7,1792,0,1792,998,197,1486,745,89,4,45,46,262,12.5,296920.16015625,2393.94041432094
50310,11375,11375,36081072300,470056,0,Census Tract 723,New York,Queens County,839,767,697,54,671,19,550,0,54,0,72,8.6,762,0,762,514,66,675,233,22,0,11,0,77,9.2,819043.4453125,4189.013230575109
50311,11375,11375,36081072900,193731,0,Census Tract 729,New York,Queens County,464,442,408,35,395,17,267,0,18,0,22,4.7,430,0,430,303,45,374,104,3,0,11,3,31,6.7,337529.171875,2346.81906555875
50312,11375,11375,36081073100,189843,0,Census Tract 731,New York,Queens County,556,528,455,49,453,23,325,10,12,0,28,5.0,502,0,502,353,61,441,144,0,0,0,5,49,8.8,330739.7421875,2705.38118490434
50313,11375,11375,36081073700,210609,0,Census Tract 737,New York,Queens County,1079,942,908,113,797,0,574,0,68,8,137,12.7,920,9,911,687,141,742,190,9,9,10,9,150,13.9,366997.91015625,2468.90840438987
50314,11375,11375,36081073900,224293,0,Census Tract 739,New York,Queens County,2818,2595,2483,274,2256,63,1724,16,98,0,223,7.9,2562,0,2562,1902,185,2341,623,54,0,19,31,225,8.0,390905.1484375,2938.65009131648
50315,11375,11375,36081074100,172198,0,Census Tract 741,New York,Queens County,1594,1378,1275,111,1222,39,998,0,99,0,216,13.6,1329,0,1329,913,40,1272,399,38,17,0,38,227,14.2,300151.29296875,2296.3991747506197
50316,11375,11375,36081074300,193477,0,Census Tract 743,New York,Queens County,1811,1621,1482,154,1409,75,959,10,95,0,190,10.5,1547,0,1547,969,171,1336,520,25,0,33,32,232,12.8,337283.96875,2316.9518995501603
50317,11375,11375,36081074500,174486,0,Census Tract 745,New York,Queens County,1584,1311,1170,131,1117,80,818,0,51,25,273,17.2,1268,0,1268,776,171,1091,492,39,0,0,43,273,17.2,304214.65234375,2619.10279346244
50318,11375,11375,36081074700,295509,0,Census Tract 747,New York,Queens County,1291,1175,1004,85,1040,151,700,0,19,13,116,9.0,1085,0,1085,657,142,918,417,22,0,0,0,206,16.0,515159.03125,4005.3528909170295
50319,11375,11375,36081074900,359060,0,Census Tract 749,New York,Queens County,534,514,508,18,490,6,391,0,5,0,20,3.7,502,0,502,352,35,467,150,0,0,0,0,32,6.0,625594.53125,3205.7557649190803
50320,11375,11375,36081075701,197647,0,Census Tract 757.01,New York,Queens County,2666,2408,2184,246,2064,131,1400,19,0,0,258,9.7,2371,35,2336,1700,268,1949,583,0,0,53,15,280,10.5,344407.03515625,3227.19368060775
50321,11375,11375,36081075702,352706,0,Census Tract 757.02,New York,Queens County,2083,1846,1711,150,1582,56,1304,36,47,0,237,11.4,1908,0,1908,1401,78,1830,442,67,0,0,34,141,6.8,614715.234375,3586.6144718330497
50322,11375,11375,36081076901,181026,0,Census Tract 769.01,New York,Queens County,2027,1805,1673,100,1656,70,1340,0,59,12,222,11.0,1736,8,1728,1233,190,1509,484,11,11,0,70,221,10.9,315430.265625,3058.4991290473604
50323,11375,11375,36081076902,101240,0,Census Tract 769.02,New York,Queens County,639,560,492,25,499,37,308,7,64,0,79,12.4,543,0,543,357,30,513,186,11,0,0,19,77,12.1,176399.8359375,1784.38458993095
50324,11415,11415,36081077300,279069,0,Census Tract 773,New York,Queens County,1038,941,855,90,835,40,672,0,43,0,97,9.3,852,0,852,585,47,797,238,0,0,0,0,186,17.9,486186.8359375,3752.3794470151897
50324,11418,11418,36081077300,279069,0,Census Tract 773,New York,Queens County,1038,941,855,90,835,40,672,0,43,0,97,9.3,852,0,852,585,47,797,238,0,0,0,0,186,17.9,486186.8359375,3752.3794470151897
50325,11415,11415,36081077500,229488,0,Census Tract 775,New York,Queens County,959,903,764,73,813,32,650,10,65,0,56,5.8,902,0,902,644,72,830,248,10,0,0,0,57,5.9,399781.48046875,2942.8504022128805
50325,11418,11418,36081077500,229488,0,Census Tract 775,New York,Queens County,959,903,764,73,813,32,650,10,65,0,56,5.8,902,0,902,644,72,830,248,10,0,0,0,57,5.9,399781.48046875,2942.8504022128805
50326,11367,11367,36081077902,559114,0,Census Tract 779.02,New York,Queens County,1593,1537,1414,118,1347,43,908,9,96,22,56,3.5,1374,15,1359,951,94,1247,383,50,9,0,101,118,7.4,974486.94140625,4380.40736580817
50327,11367,11367,36081077903,263016,0,Census Tract 779.03,New York,Queens County,1162,1064,954,81,923,95,603,0,61,0,98,8.4,960,0,960,608,141,791,337,32,0,0,20,182,15.7,458330.8828125,2858.2418397639503
50328,11366,11366,36081077904,385726,0,Census Tract 779.04,New York,Queens County,2056,1765,1631,296,1360,95,915,0,138,0,291,14.2,1634,0,1634,1023,78,1556,581,32,0,0,50,372,18.1,672196.5390625,3365.78640822263
50328,11367,11367,36081077904,385726,0,Census Tract 779.04,New York,Queens County,2056,1765,1631,296,1360,95,915,0,138,0,291,14.2,1634,0,1634,1023,78,1556,581,32,0,0,50,372,18.1,672196.5390625,3365.78640822263
50329,11367,11367,36081077905,275241,0,Census Tract 779.05,New York,Queens County,1078,967,930,112,843,19,592,9,117,0,111,10.3,963,11,952,534,50,902,418,14,0,0,18,97,9.0,479610.3984375,3373.81397395862
50329,11432,11432,36081077905,275241,0,Census Tract 779.05,New York,Queens County,1078,967,930,112,843,19,592,9,117,0,111,10.3,963,11,952,534,50,902,418,14,0,0,18,97,9.0,479610.3984375,3373.81397395862
50329,11435,11435,36081077905,275241,0,Census Tract 779.05,New York,Queens County,1078,967,930,112,843,19,592,9,117,0,111,10.3,963,11,952,534,50,902,418,14,0,0,18,97,9.0,479610.3984375,3373.81397395862
50330,11367,11367,36081077906,289075,0,Census Tract 779.06,New York,Queens County,1290,1147,1114,171,926,9,681,15,53,0,143,11.1,1053,9,1044,618,75,961,412,16,0,0,44,193,15.0,503898.2890625,3094.68075371231
50331,11367,11367,36081077907,216834,0,Census Tract 779.07,New York,Queens County,909,792,718,113,670,54,424,0,31,0,117,12.9,753,0,753,531,75,668,222,32,0,0,9,147,16.2,377918.765625,2495.8061715911103
50332,11367,11367,36081077908,200497,0,Census Tract 779.08,New York,Queens County,1215,1154,1013,71,1072,92,673,0,75,0,61,5.0,1096,0,1096,740,155,902,356,78,0,0,20,99,8.1,349450.171875,2445.70013071844
50333,11436,11436,36081078800,192534,0,Census Tract 788,New York,Queens County,553,528,492,3,505,18,354,6,89,0,25,4.5,508,0,508,292,165,343,216,8,0,0,12,33,6.0,335021.78515625,2673.0882280175697
50334,11436,11436,36081079000,260592,0,Census Tract 790,New York,Queens County,786,752,605,32,696,92,517,6,43,0,34,4.3,649,0,649,404,226,411,233,18,0,0,11,126,16.0,453476.1875,3082.20649806734
50335,11436,11436,36081079200,363822,0,Census Tract 792,New York,Queens County,679,661,597,75,532,29,404,13,91,0,18,2.7,592,0,592,286,140,440,282,38,0,0,6,81,11.9,633044.1640625,3312.1296335605102
50336,11367,11367,36081079300,870160,0,Census Tract 793,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,1517119.76171875,6323.193227101279
50337,11355,11355,36081079701,111310,0,Census Tract 797.01,New York,Queens County,2813,2213,1978,352,1804,116,1020,25,9,0,600,21.3,2048,0,2048,1216,358,1632,818,43,0,14,39,726,25.8,194166.42578125,2008.7390406630602
50338,11355,11355,36081079702,285448,0,Census Tract 797.02,New York,Queens County,1621,1192,965,160,987,183,457,8,7,7,429,26.5,1106,0,1106,762,355,700,324,63,0,20,26,489,30.2,497902.37109375,3396.83748535858
50339,11355,11355,36081079900,287107,0,Census Tract 799,New York,Queens County,879,684,544,60,607,127,313,0,61,0,195,22.2,628,0,628,477,186,435,144,32,7,0,38,213,24.2,500730.890625,3146.82051324194
50340,11355,11355,36081080301,315274,0,Census Tract 803.01,New York,Queens County,1130,957,758,123,761,148,388,22,29,8,173,15.3,839,9,830,535,145,678,295,5,0,0,8,283,25.0,549814.01171875,4272.565803814389
50341,11367,11367,36081080302,438822,0,Census Tract 803.02,New York,Queens County,1047,944,891,27,850,23,630,30,73,0,103,9.8,849,0,849,563,100,720,266,29,10,0,10,188,18.0,765174.4609375,5942.23766785699
50342,11367,11367,36081080900,1004959,0,Census Tract 809,New York,Queens County,2805,2463,2219,341,2069,88,1420,0,90,0,342,12.2,2417,15,2402,1452,179,2194,919,31,0,0,55,333,11.9,1752007.421875,6608.299096441569
50343,11420,11420,36081081400,369558,0,Census Tract 814,New York,Queens County,937,873,706,56,795,45,558,0,50,0,64,6.8,814,0,814,294,47,739,482,0,0,9,22,101,10.8,643060.6640625,3428.7909737287
50344,11420,11420,36081081800,374600,0,Census Tract 818,New York,Queens County,1043,942,837,7,907,66,594,0,61,0,101,9.7,857,0,857,435,68,757,385,65,22,0,0,186,17.8,651829.61328125,3961.1634829725203
50345,11355,11355,36081083700,780782,0,Census Tract 837,New York,Queens County,1536,1284,1151,218,1028,88,592,0,57,0,252,16.4,1254,0,1254,754,170,1084,500,61,0,0,26,256,16.7,1361628.234375,5580.61689846634
50345,11367,11367,36081083700,780782,0,Census Tract 837,New York,Queens County,1536,1284,1151,218,1028,88,592,0,57,0,252,16.4,1254,0,1254,754,170,1084,500,61,0,0,26,256,16.7,1361628.234375,5580.61689846634
50346,11420,11420,36081083800,495382,0,Census Tract 838,New York,Queens County,1591,1446,1366,74,1316,30,1031,4,75,0,145,9.1,1433,0,1433,735,52,1350,678,63,15,0,8,150,9.4,861996.08984375,4240.32998072331
50347,11420,11420,36081084000,568482,0,Census Tract 840,New York,Queens County,1807,1687,1500,106,1506,110,1077,0,100,0,120,6.6,1527,0,1527,679,97,1421,797,38,0,0,39,241,13.3,989301.8359375,4600.19568633546
50348,11355,11355,36081084500,188676,0,Census Tract 845,New York,Queens County,2076,1337,1079,206,1101,176,635,0,46,0,739,35.6,1301,0,1301,821,296,1005,466,48,0,0,60,715,34.4,329089.203125,2753.47721614323
50349,11420,11420,36081084601,333236,0,Census Tract 846.01,New York,Queens County,893,839,785,73,717,29,469,0,35,0,54,6.0,777,0,777,409,66,696,334,59,6,0,33,83,9.3,579801.50390625,4059.55985884526
50350,11420,11420,36081084602,717562,0,Census Tract 846.02,New York,Queens County,200,197,193,15,162,4,128,0,27,0,3,1.5,189,0,189,95,0,189,90,4,0,0,0,11,5.5,1248411.42578125,7652.3802557923
50350,11430,11434,36081084602,717562,0,Census Tract 846.02,New York,Queens County,200,197,193,15,162,4,128,0,27,0,3,1.5,189,0,189,95,0,189,90,4,0,0,0,11,5.5,1248411.42578125,7652.3802557923
50351,11355,11355,36081084900,303514,0,Census Tract 849,New York,Queens County,2302,1878,1102,251,1531,694,525,13,24,0,424,18.4,1552,0,1552,960,512,1040,580,12,0,0,27,723,31.4,529465.8125,3383.82181045206
50352,11354,11354,36081085300,195226,0,Census Tract 853,New York,Queens County,1986,1647,1387,281,1289,181,820,41,54,0,339,17.1,1491,0,1491,1042,288,1156,419,88,0,0,16,479,24.1,340585.7109375,3193.00075871184
50352,11355,11355,36081085300,195226,0,Census Tract 853,New York,Queens County,1986,1647,1387,281,1289,181,820,41,54,0,339,17.1,1491,0,1491,1042,288,1156,419,88,0,0,16,479,24.1,340585.7109375,3193.00075871184
50353,11354,11354,36081085500,130506,0,Census Tract 855,New York,Queens County,2606,1962,1536,272,1675,328,720,15,45,0,644,24.7,1757,0,1757,1164,645,1102,593,28,0,0,26,823,31.6,227694.46484375,1923.8544059913897
50353,11355,11355,36081085500,130506,0,Census Tract 855,New York,Queens County,2606,1962,1536,272,1675,328,720,15,45,0,644,24.7,1757,0,1757,1164,645,1102,593,28,0,0,26,823,31.6,227694.46484375,1923.8544059913897
50354,11355,11355,36081085700,132521,0,Census Tract 857,New York,Queens County,1839,1381,1016,185,1163,273,562,16,0,0,458,24.9,1327,0,1327,851,515,812,476,10,0,0,68,444,24.1,231190.57421875,2147.51438485895
50355,11355,11355,36081085900,146219,0,Census Tract 859,New York,Queens County,1910,1770,1658,168,1509,85,893,0,43,8,140,7.3,1595,0,1595,1175,399,1120,408,110,0,0,89,226,11.8,255073.79296875,2453.95014885776
50356,11355,11355,36081086100,148788,0,Census Tract 861,New York,Queens County,780,623,560,75,528,51,240,5,13,0,157,20.1,599,0,599,385,57,529,195,13,0,0,7,174,22.3,259567.94921875,2607.9444821247503
50357,11354,11354,36081086300,144154,0,Census Tract 863,New York,Queens County,2394,1853,1395,185,1569,384,850,22,82,14,541,22.6,1694,0,1694,1060,425,1269,620,14,0,0,13,687,28.7,251518.40625,2045.01104527524
50357,11355,11355,36081086300,144154,0,Census Tract 863,New York,Queens County,2394,1853,1395,185,1569,384,850,22,82,14,541,22.6,1694,0,1694,1060,425,1269,620,14,0,0,13,687,28.7,251518.40625,2045.01104527524
50358,11417,11417,36081086400,1120710,0,Census Tract 864,New York,Queens County,794,743,668,55,609,35,516,0,170,8,51,6.4,722,0,722,517,79,632,194,16,0,0,5,67,8.4,1950281.30078125,6022.69328246234
50358,11420,11420,36081086400,1120710,0,Census Tract 864,New York,Queens County,794,743,668,55,609,35,516,0,170,8,51,6.4,722,0,722,517,79,632,194,16,0,0,5,67,8.4,1950281.30078125,6022.69328246234
50359,11354,11354,36081086500,158252,0,Census Tract 865,New York,Queens County,2053,1419,955,231,1155,406,375,0,47,16,634,30.9,1217,0,1217,900,459,729,317,15,0,0,30,806,39.3,276127.05859375,2085.15979748632
50360,11354,11354,36081086900,595378,18201,Census Tract 869,New York,Queens County,670,603,462,84,493,131,176,0,18,0,67,10.0,575,0,575,393,207,359,173,28,0,0,4,91,13.6,1046193.625,4834.329322490539
50361,11354,11354,36081087100,412384,27328,Census Tract 871,New York,Queens County,1066,807,628,168,631,126,279,0,6,0,259,24.3,731,0,731,475,169,562,256,5,0,0,31,304,28.5,732987.453125,4758.17341415129
50361,11355,11355,36081087100,412384,27328,Census Tract 871,New York,Queens County,1066,807,628,168,631,126,279,0,6,0,259,24.3,731,0,731,475,169,562,256,5,0,0,31,304,28.5,732987.453125,4758.17341415129
50362,11414,11414,36081088400,1557916,621618,Census Tract 884,New York,Queens County,2855,2477,2244,232,2139,162,1608,0,438,0,378,13.2,2274,0,2274,1677,86,2141,549,84,12,0,99,482,16.9,2650755.96484375,13756.134837411299
50363,11351,11357,36081088901,657467,0,Census Tract 889.01,New York,Queens County,3877,3422,2971,553,2713,316,1707,25,92,0,455,11.7,3291,0,3291,2153,545,2746,1138,24,0,0,25,561,14.5,1147535.86328125,6042.42209958707
50363,11354,11354,36081088901,657467,0,Census Tract 889.01,New York,Queens County,3877,3422,2971,553,2713,316,1707,25,92,0,455,11.7,3291,0,3291,2153,545,2746,1138,24,0,0,25,561,14.5,1147535.86328125,6042.42209958707
50363,11357,11357,36081088901,657467,0,Census Tract 889.01,New York,Queens County,3877,3422,2971,553,2713,316,1707,25,92,0,455,11.7,3291,0,3291,2153,545,2746,1138,24,0,0,25,561,14.5,1147535.86328125,6042.42209958707
50364,11414,11414,36081089200,2874373,505629,Census Tract 892,New York,Queens County,2571,2329,2262,373,1867,16,1415,0,174,0,242,9.4,2283,0,2283,1641,136,2101,601,98,0,23,43,245,9.5,4938548.94140625,12033.484781223999
50365,11354,11354,36081090700,2022039,332865,Census Tract 907,New York,Queens County,453,332,307,60,272,25,153,0,0,0,121,26.7,336,4,332,196,63,269,136,11,0,0,0,117,25.8,3513688.421875,8965.738380643821
50365,11356,11356,36081090700,2022039,332865,Census Tract 907,New York,Queens County,453,332,307,60,272,25,153,0,0,0,121,26.7,336,4,332,196,63,269,136,11,0,0,0,117,25.8,3513688.421875,8965.738380643821
50366,11697,11697,36081091601,4374026,4924631,Census Tract 916.01,New York,Queens County,1365,1208,1130,164,959,8,824,18,31,0,157,11.5,1187,9,1178,608,104,1033,479,90,32,0,11,167,12.2,5668436.69140625,15524.925648726101
50367,11697,11697,36081091602,1277598,1124549,Census Tract 916.02,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,2265291.140625,6665.64309150168
50368,11694,11694,36081091800,1126858,2293626,Census Tract 918,New York,Queens County,7,7,7,3,0,0,4,0,4,0,0,0.0,7,0,7,0,0,7,7,0,0,0,0,0,0.0,2146776.75390625,7711.17999934386
50368,11697,11697,36081091800,1126858,2293626,Census Tract 918,New York,Queens County,7,7,7,3,0,0,4,0,4,0,0,0.0,7,0,7,0,0,7,7,0,0,0,0,0,0.0,2146776.75390625,7711.17999934386
