Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population 25 Years and Over in Households,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households,All Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer without an Internet Subscription,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have No Computer,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households,All Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer without an Internet Subscription,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have No Computer,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households,All Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer without an Internet Subsription,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have No Computer,Population 25 Years and Over in Households that Have No Computer,Percent of Population 25 Years and Over in Households that Have No Computer,Percent of Population 25 Years and Over who are Not High School Graduates in Households that Have No Computer,Percent of Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have No Computer,Percent of Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have No Computer,Shape Area,Shape Length
50309,11375,11375,36081072100,170327,0,Census Tract 721,New York,Queens County,3806,468,403,0,403,0,65,1826,1556,0,1527,29,270,1512,1445,0,1391,54,67,402,10.6,13.9,14.8,4.4,296920.16015625,2393.94041432094
50310,11375,11375,36081072300,470056,0,Census Tract 723,New York,Queens County,1577,68,64,0,64,0,4,365,305,0,290,15,60,1144,1091,0,1083,8,53,117,7.4,5.9,16.4,4.6,819043.4453125,4189.013230575109
50311,11375,11375,36081072900,193731,0,Census Tract 729,New York,Queens County,1041,39,39,0,39,0,0,458,442,0,430,12,16,544,538,0,535,3,6,22,2.1,0.0,3.5,1.1,337529.171875,2346.81906555875
50312,11375,11375,36081073100,189843,0,Census Tract 731,New York,Queens County,1099,102,102,0,102,0,0,401,392,0,367,25,9,596,557,0,546,11,39,48,4.4,0.0,2.2,6.5,330739.7421875,2705.38118490434
50313,11375,11375,36081073700,210609,0,Census Tract 737,New York,Queens County,1600,56,11,0,11,0,45,421,337,0,305,32,84,1123,1082,0,1060,22,41,170,10.6,80.4,20.0,3.7,366997.91015625,2468.90840438987
50314,11375,11375,36081073900,224293,0,Census Tract 739,New York,Queens County,4590,217,180,0,180,0,37,984,882,0,882,0,102,3389,3228,0,3164,64,161,300,6.5,17.1,10.4,4.8,390905.1484375,2938.65009131648
50315,11375,11375,36081074100,172198,0,Census Tract 741,New York,Queens County,2542,180,147,0,76,71,33,723,556,0,535,21,167,1639,1600,0,1569,31,39,239,9.4,18.3,23.1,2.4,300151.29296875,2296.3991747506197
50316,11375,11375,36081074300,193477,0,Census Tract 743,New York,Queens County,3236,362,244,0,244,0,118,1260,1132,0,1048,84,128,1614,1531,0,1494,37,83,329,10.2,32.6,10.2,5.1,337283.96875,2316.9518995501603
50317,11375,11375,36081074500,174486,0,Census Tract 745,New York,Queens County,2864,270,202,0,184,18,68,1508,1245,0,1189,56,263,1086,1056,0,1049,7,30,361,12.6,25.2,17.4,2.8,304214.65234375,2619.10279346244
50318,11375,11375,36081074700,295509,0,Census Tract 747,New York,Queens County,2548,273,233,0,216,17,40,1128,1062,0,910,152,66,1147,939,0,928,11,208,314,12.3,14.7,5.9,18.1,515159.03125,4005.3528909170295
50319,11375,11375,36081074900,359060,0,Census Tract 749,New York,Queens County,1053,18,18,0,18,0,0,106,84,0,84,0,22,929,923,0,905,18,6,28,2.7,0.0,20.8,0.6,625594.53125,3205.7557649190803
50320,11375,11375,36081075701,197647,0,Census Tract 757.01,New York,Queens County,4247,20,20,0,20,0,0,1135,984,53,900,31,151,3092,2919,0,2873,46,173,324,7.6,0.0,13.3,5.6,344407.03515625,3227.19368060775
50321,11375,11375,36081075702,352706,0,Census Tract 757.02,New York,Queens County,3257,71,71,0,71,0,0,916,771,0,732,39,145,2270,2137,0,2102,35,133,278,8.5,0.0,15.8,5.9,614715.234375,3586.6144718330497
50322,11375,11375,36081076901,181026,0,Census Tract 769.01,New York,Queens County,3253,143,128,0,128,0,15,1000,854,7,822,25,146,2110,2019,8,1953,58,91,252,7.7,10.5,14.6,4.3,315430.265625,3058.4991290473604
50323,11375,11375,36081076902,101240,0,Census Tract 769.02,New York,Queens County,966,24,24,0,24,0,0,379,312,0,299,13,67,563,551,0,535,16,12,79,8.2,0.0,17.7,2.1,176399.8359375,1784.38458993095
50324,11415,11415,36081077300,279069,0,Census Tract 773,New York,Queens County,1679,94,94,0,94,0,0,554,459,0,426,33,95,1031,978,0,867,111,53,148,8.8,0.0,17.1,5.1,486186.8359375,3752.3794470151897
50324,11418,11418,36081077300,279069,0,Census Tract 773,New York,Queens County,1679,94,94,0,94,0,0,554,459,0,426,33,95,1031,978,0,867,111,53,148,8.8,0.0,17.1,5.1,486186.8359375,3752.3794470151897
50325,11415,11415,36081077500,229488,0,Census Tract 775,New York,Queens County,1790,82,67,0,67,0,15,793,764,0,753,11,29,915,887,0,887,0,28,72,4.0,18.3,3.7,3.1,399781.48046875,2942.8504022128805
50325,11418,11418,36081077500,229488,0,Census Tract 775,New York,Queens County,1790,82,67,0,67,0,15,793,764,0,753,11,29,915,887,0,887,0,28,72,4.0,18.3,3.7,3.1,399781.48046875,2942.8504022128805
50326,11367,11367,36081077902,559114,0,Census Tract 779.02,New York,Queens County,2984,223,215,0,169,46,8,884,876,0,772,104,8,1877,1837,24,1700,113,40,56,1.9,3.6,0.9,2.1,974486.94140625,4380.40736580817
50327,11367,11367,36081077903,263016,0,Census Tract 779.03,New York,Queens County,2342,184,168,0,129,39,16,1197,1092,0,1033,59,105,961,954,0,886,68,7,128,5.5,8.7,8.8,0.7,458330.8828125,2858.2418397639503
50328,11366,11366,36081077904,385726,0,Census Tract 779.04,New York,Queens County,3996,521,372,0,328,44,149,1906,1766,0,1707,59,140,1569,1488,0,1293,195,81,370,9.3,28.6,7.3,5.2,672196.5390625,3365.78640822263
50328,11367,11367,36081077904,385726,0,Census Tract 779.04,New York,Queens County,3996,521,372,0,328,44,149,1906,1766,0,1707,59,140,1569,1488,0,1293,195,81,370,9.3,28.6,7.3,5.2,672196.5390625,3365.78640822263
50329,11367,11367,36081077905,275241,0,Census Tract 779.05,New York,Queens County,1975,159,127,0,110,17,32,709,637,0,630,7,72,1107,1080,22,1050,8,27,131,6.6,20.1,10.2,2.4,479610.3984375,3373.81397395862
50329,11432,11432,36081077905,275241,0,Census Tract 779.05,New York,Queens County,1975,159,127,0,110,17,32,709,637,0,630,7,72,1107,1080,22,1050,8,27,131,6.6,20.1,10.2,2.4,479610.3984375,3373.81397395862
50329,11435,11435,36081077905,275241,0,Census Tract 779.05,New York,Queens County,1975,159,127,0,110,17,32,709,637,0,630,7,72,1107,1080,22,1050,8,27,131,6.6,20.1,10.2,2.4,479610.3984375,3373.81397395862
50330,11367,11367,36081077906,289075,0,Census Tract 779.06,New York,Queens County,2500,283,256,0,243,13,27,1103,976,0,904,72,127,1114,1058,9,916,133,56,210,8.4,9.5,11.5,5.0,503898.2890625,3094.68075371231
50331,11367,11367,36081077907,216834,0,Census Tract 779.07,New York,Queens County,1583,157,157,0,157,0,0,773,612,0,588,24,161,653,620,0,586,34,33,194,12.3,0.0,20.8,5.1,377918.765625,2495.8061715911103
50332,11367,11367,36081077908,200497,0,Census Tract 779.08,New York,Queens County,2256,414,373,0,362,11,41,1247,1194,0,1146,48,53,595,585,0,563,22,10,104,4.6,9.9,4.3,1.7,349450.171875,2445.70013071844
50333,11436,11436,36081078800,192534,0,Census Tract 788,New York,Queens County,1446,150,130,0,115,15,20,1022,990,0,969,21,32,274,274,0,274,0,0,52,3.6,13.3,3.1,0.0,335021.78515625,2673.0882280175697
50334,11436,11436,36081079000,260592,0,Census Tract 790,New York,Queens County,1891,382,350,0,269,81,32,1060,1045,0,976,69,15,449,449,0,390,59,0,47,2.5,8.4,1.4,0.0,453476.1875,3082.20649806734
50335,11436,11436,36081079200,363822,0,Census Tract 792,New York,Queens County,1605,264,258,0,181,77,6,845,827,0,695,132,18,496,496,0,490,6,0,24,1.5,2.3,2.1,0.0,633044.1640625,3312.1296335605102
50336,11367,11367,36081079300,870160,0,Census Tract 793,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1517119.76171875,6323.193227101279
50337,11355,11355,36081079701,111310,0,Census Tract 797.01,New York,Queens County,5165,998,677,0,512,165,321,2277,1965,0,1934,31,312,1890,1804,0,1722,82,86,719,13.9,32.2,13.7,4.6,194166.42578125,2008.7390406630602
50338,11355,11355,36081079702,285448,0,Census Tract 797.02,New York,Queens County,3742,1201,879,0,822,57,322,1894,1407,0,1294,113,487,647,520,0,494,26,127,936,25.0,26.8,25.7,19.6,497902.37109375,3396.83748535858
50339,11355,11355,36081079900,287107,0,Census Tract 799,New York,Queens County,2036,632,458,0,433,25,174,1023,888,0,834,54,135,381,371,0,334,37,10,319,15.7,27.5,13.2,2.6,500730.890625,3146.82051324194
50340,11355,11355,36081080301,315274,0,Census Tract 803.01,New York,Queens County,2861,793,642,0,530,112,151,1579,1335,0,1165,170,244,489,489,9,465,15,0,395,13.8,19.0,15.5,0.0,549814.01171875,4272.565803814389
50341,11367,11367,36081080302,438822,0,Census Tract 803.02,New York,Queens County,2623,695,645,0,486,159,50,1210,1087,0,1044,43,123,718,718,0,668,50,0,173,6.6,7.2,10.2,0.0,765174.4609375,5942.23766785699
50342,11367,11367,36081080900,1004959,0,Census Tract 809,New York,Queens County,4933,495,476,0,428,48,19,2631,2292,0,2191,101,339,1807,1729,15,1701,13,78,436,8.8,3.8,12.9,4.3,1752007.421875,6608.299096441569
50343,11420,11420,36081081400,369558,0,Census Tract 814,New York,Queens County,2464,769,732,0,706,26,37,1190,1154,0,1065,89,36,505,505,0,496,9,0,73,3.0,4.8,3.0,0.0,643060.6640625,3428.7909737287
50344,11420,11420,36081081800,374600,0,Census Tract 818,New York,Queens County,3104,831,788,0,788,0,43,1776,1739,0,1483,256,37,497,476,0,476,0,21,101,3.3,5.2,2.1,4.2,651829.61328125,3961.1634829725203
50345,11355,11355,36081083700,780782,0,Census Tract 837,New York,Queens County,3918,1254,1028,0,976,52,226,1736,1612,0,1596,16,124,928,772,0,772,0,156,506,12.9,18.0,7.1,16.8,1361628.234375,5580.61689846634
50345,11367,11367,36081083700,780782,0,Census Tract 837,New York,Queens County,3918,1254,1028,0,976,52,226,1736,1612,0,1596,16,124,928,772,0,772,0,156,506,12.9,18.0,7.1,16.8,1361628.234375,5580.61689846634
50346,11420,11420,36081083800,495382,0,Census Tract 838,New York,Queens County,4005,815,728,0,728,0,87,2216,2085,0,2027,58,131,974,961,0,961,0,13,231,5.8,10.7,5.9,1.3,861996.08984375,4240.32998072331
50347,11420,11420,36081084000,568482,0,Census Tract 840,New York,Queens County,4673,1273,1224,0,1088,136,49,2460,2327,0,2128,199,133,940,940,0,940,0,0,182,3.9,3.8,5.4,0.0,989301.8359375,4600.19568633546
50348,11355,11355,36081084500,188676,0,Census Tract 845,New York,Queens County,4173,1653,969,0,890,79,684,1914,1543,0,1424,119,371,606,552,0,519,33,54,1109,26.6,41.4,19.4,8.9,329089.203125,2753.47721614323
50349,11420,11420,36081084601,333236,0,Census Tract 846.01,New York,Queens County,2199,472,447,0,439,8,25,1169,1122,0,1019,103,47,558,558,0,533,25,0,72,3.3,5.3,4.0,0.0,579801.50390625,4059.55985884526
50350,11420,11420,36081084602,717562,0,Census Tract 846.02,New York,Queens County,501,53,53,0,53,0,0,348,345,0,337,8,3,100,100,0,100,0,0,3,0.6,0.0,0.9,0.0,1248411.42578125,7652.3802557923
50350,11430,11434,36081084602,717562,0,Census Tract 846.02,New York,Queens County,501,53,53,0,53,0,0,348,345,0,337,8,3,100,100,0,100,0,0,3,0.6,0.0,0.9,0.0,1248411.42578125,7652.3802557923
50351,11355,11355,36081084900,303514,0,Census Tract 849,New York,Queens County,5154,1798,1453,0,1038,415,345,2850,2089,0,1821,268,761,506,506,0,495,11,0,1106,21.5,19.2,26.7,0.0,529465.8125,3383.82181045206
50352,11354,11354,36081085300,195226,0,Census Tract 853,New York,Queens County,4048,1087,787,0,743,44,300,2071,1822,0,1617,205,249,890,794,0,794,0,96,645,15.9,27.6,12.0,10.8,340585.7109375,3193.00075871184
50352,11355,11355,36081085300,195226,0,Census Tract 853,New York,Queens County,4048,1087,787,0,743,44,300,2071,1822,0,1617,205,249,890,794,0,794,0,96,645,15.9,27.6,12.0,10.8,340585.7109375,3193.00075871184
50353,11354,11354,36081085500,130506,0,Census Tract 855,New York,Queens County,5077,1337,888,0,871,17,449,2806,2172,0,1858,314,634,934,819,0,793,26,115,1198,23.6,33.6,22.6,12.3,227694.46484375,1923.8544059913897
50353,11355,11355,36081085500,130506,0,Census Tract 855,New York,Queens County,5077,1337,888,0,871,17,449,2806,2172,0,1858,314,634,934,819,0,793,26,115,1198,23.6,33.6,22.6,12.3,227694.46484375,1923.8544059913897
50354,11355,11355,36081085700,132521,0,Census Tract 857,New York,Queens County,4043,1224,929,0,884,45,295,2070,1541,0,1484,57,529,749,707,0,644,63,42,866,21.4,24.1,25.6,5.6,231190.57421875,2147.51438485895
50355,11355,11355,36081085900,146219,0,Census Tract 859,New York,Queens County,4037,1292,1177,0,1054,123,115,2064,1955,0,1618,337,109,681,668,0,656,12,13,237,5.9,8.9,5.3,1.9,255073.79296875,2453.95014885776
50356,11355,11355,36081086100,148788,0,Census Tract 861,New York,Queens County,1667,387,301,0,278,23,86,932,760,0,729,31,172,348,348,0,345,3,0,258,15.5,22.2,18.5,0.0,259567.94921875,2607.9444821247503
50357,11354,11354,36081086300,144154,0,Census Tract 863,New York,Queens County,5324,1452,962,0,718,244,490,2955,2593,0,2482,111,362,917,853,0,831,22,64,916,17.2,33.7,12.3,7.0,251518.40625,2045.01104527524
50357,11355,11355,36081086300,144154,0,Census Tract 863,New York,Queens County,5324,1452,962,0,718,244,490,2955,2593,0,2482,111,362,917,853,0,831,22,64,916,17.2,33.7,12.3,7.0,251518.40625,2045.01104527524
50358,11417,11417,36081086400,1120710,0,Census Tract 864,New York,Queens County,1968,396,338,0,302,36,58,1118,1085,0,1050,35,33,454,444,0,427,17,10,101,5.1,14.6,3.0,2.2,1950281.30078125,6022.69328246234
50358,11420,11420,36081086400,1120710,0,Census Tract 864,New York,Queens County,1968,396,338,0,302,36,58,1118,1085,0,1050,35,33,454,444,0,427,17,10,101,5.1,14.6,3.0,2.2,1950281.30078125,6022.69328246234
50359,11354,11354,36081086500,158252,0,Census Tract 865,New York,Queens County,3746,871,494,0,494,0,377,2202,1653,0,1265,388,549,673,584,0,522,62,89,1015,27.1,43.3,24.9,13.2,276127.05859375,2085.15979748632
50360,11354,11354,36081086900,595378,18201,Census Tract 869,New York,Queens County,1478,590,514,0,469,45,76,704,639,0,610,29,65,184,184,0,178,6,0,141,9.5,12.9,9.2,0.0,1046193.625,4834.329322490539
50361,11354,11354,36081087100,412384,27328,Census Tract 871,New York,Queens County,1877,499,347,0,322,25,152,964,763,0,668,95,201,414,361,0,340,21,53,406,21.6,30.5,20.9,12.8,732987.453125,4758.17341415129
50361,11355,11355,36081087100,412384,27328,Census Tract 871,New York,Queens County,1877,499,347,0,322,25,152,964,763,0,668,95,201,414,361,0,340,21,53,406,21.6,30.5,20.9,12.8,732987.453125,4758.17341415129
50362,11414,11414,36081088400,1557916,621618,Census Tract 884,New York,Queens County,6171,794,573,0,541,32,221,4049,3755,0,3467,288,294,1328,1277,0,1277,0,51,566,9.2,27.8,7.3,3.8,2650755.96484375,13756.134837411299
50363,11351,11357,36081088901,657467,0,Census Tract 889.01,New York,Queens County,7731,2187,1609,0,1546,63,578,3603,3333,0,3271,62,270,1941,1916,0,1732,184,25,873,11.3,26.4,7.5,1.3,1147535.86328125,6042.42209958707
50363,11354,11354,36081088901,657467,0,Census Tract 889.01,New York,Queens County,7731,2187,1609,0,1546,63,578,3603,3333,0,3271,62,270,1941,1916,0,1732,184,25,873,11.3,26.4,7.5,1.3,1147535.86328125,6042.42209958707
50363,11357,11357,36081088901,657467,0,Census Tract 889.01,New York,Queens County,7731,2187,1609,0,1546,63,578,3603,3333,0,3271,62,270,1941,1916,0,1732,184,25,873,11.3,26.4,7.5,1.3,1147535.86328125,6042.42209958707
50364,11414,11414,36081089200,2874373,505629,Census Tract 892,New York,Queens County,6015,821,675,0,634,41,146,3231,2974,0,2895,79,257,1963,1942,0,1903,39,21,424,7.0,17.8,8.0,1.1,4938548.94140625,12033.484781223999
50365,11354,11354,36081090700,2022039,332865,Census Tract 907,New York,Queens County,938,182,83,0,83,0,99,644,557,0,557,0,87,112,106,0,106,0,6,192,20.5,54.4,13.5,5.4,3513688.421875,8965.738380643821
50365,11356,11356,36081090700,2022039,332865,Census Tract 907,New York,Queens County,938,182,83,0,83,0,99,644,557,0,557,0,87,112,106,0,106,0,6,192,20.5,54.4,13.5,5.4,3513688.421875,8965.738380643821
50366,11697,11697,36081091601,4374026,4924631,Census Tract 916.01,New York,Queens County,2496,57,36,0,36,0,21,1171,1056,18,971,67,115,1268,1226,0,1215,11,42,178,7.1,36.8,9.8,3.3,5668436.69140625,15524.925648726101
50367,11697,11697,36081091602,1277598,1124549,Census Tract 916.02,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2265291.140625,6665.64309150168
50368,11694,11694,36081091800,1126858,2293626,Census Tract 918,New York,Queens County,12,5,5,0,5,0,0,4,4,0,4,0,0,3,3,0,3,0,0,0,0.0,0.0,0.0,0.0,2146776.75390625,7711.17999934386
50368,11697,11697,36081091800,1126858,2293626,Census Tract 918,New York,Queens County,12,5,5,0,5,0,0,4,4,0,4,0,0,3,3,0,3,0,0,0,0.0,0.0,0.0,0.0,2146776.75390625,7711.17999934386
50369,11354,11354,36081091900,450774,327380,Census Tract 919,New York,Queens County,3686,1114,900,0,832,68,214,2001,1767,0,1742,25,234,571,571,0,555,16,0,448,12.2,19.2,11.7,0.0,740696.6171875,5297.316891897921
50369,11356,11356,36081091900,450774,327380,Census Tract 919,New York,Queens County,3686,1114,900,0,832,68,214,2001,1767,0,1742,25,234,571,571,0,555,16,0,448,12.2,19.2,11.7,0.0,740696.6171875,5297.316891897921
50370,11694,11694,36081092200,633290,700664,Census Tract 922,New York,Queens County,1453,36,36,0,36,0,0,467,449,0,399,50,18,950,917,0,861,56,33,51,3.5,0.0,3.9,3.5,1156819.34765625,5460.0806662359
50371,11356,11356,36081092500,312425,0,Census Tract 925,New York,Queens County,2746,801,548,0,539,9,253,1573,1366,0,1292,74,207,372,358,0,350,8,14,474,17.3,31.6,13.2,3.8,545456.640625,3107.12758404163
50372,11694,11694,36081092800,762718,897590,Census Tract 928,New York,Queens County,2619,72,72,0,72,0,0,821,802,0,752,50,19,1726,1687,0,1661,26,39,58,2.2,0.0,2.3,2.3,1327977.0234375,5272.87148530159
50373,11356,11356,36081092900,956919,2446820,Census Tract 929,New York,Queens County,4298,974,708,0,610,98,266,2441,2205,15,2074,116,236,883,786,16,710,60,97,599,13.9,27.3,9.7,11.0,1610512.8203125,7790.95480478855
50374,11694,11694,36081093401,542009,554670,Census Tract 934.01,New York,Queens County,2428,176,106,0,106,0,70,937,886,0,821,65,51,1315,1279,45,1196,38,36,157,6.5,39.8,5.4,2.7,957888.6640625,5686.090997569879
50375,11694,11694,36081093402,394743,460266,Census Tract 934.02,New York,Queens County,3340,260,223,0,223,0,37,1598,1472,0,1285,187,126,1482,1463,0,1326,137,19,182,5.4,14.2,7.9,1.3,648475.609375,3654.27811557846
50376,11694,11694,36081093800,809668,1300951,Census Tract 938,New York,Queens County,3172,373,276,0,276,0,97,1870,1308,0,1116,192,562,929,890,17,776,97,39,698,22.0,26.0,30.1,4.2,1442796.9375,5308.11389633968
50377,11356,11356,36081093900,656191,881592,Census Tract 939,New York,Queens County,3543,530,352,0,352,0,178,2166,1939,0,1868,71,227,847,784,0,766,18,63,468,13.2,33.6,10.5,7.4,1129961.69140625,5678.76371774671
50378,11693,11693,36081094201,347514,199843,Census Tract 942.01,New York,Queens County,2255,283,274,0,192,82,9,1346,1261,0,1231,30,85,626,626,0,626,0,0,94,4.2,3.2,6.3,0.0,614750.125,3361.4690852945696
50378,11694,11694,36081094201,347514,199843,Census Tract 942.01,New York,Queens County,2255,283,274,0,192,82,9,1346,1261,0,1231,30,85,626,626,0,626,0,0,94,4.2,3.2,6.3,0.0,614750.125,3361.4690852945696
50379,11692,11692,36081094202,713772,458004,Census Tract 942.02,New York,Queens County,2848,474,340,0,332,8,134,1435,1293,0,1101,192,142,939,924,0,854,70,15,291,10.2,28.3,9.9,1.6,1335327.71875,7576.37435555372
50379,11693,11693,36081094202,713772,458004,Census Tract 942.02,New York,Queens County,2848,474,340,0,332,8,134,1435,1293,0,1101,192,142,939,924,0,854,70,15,291,10.2,28.3,9.9,1.6,1335327.71875,7576.37435555372
50380,11692,11692,36081094203,509892,1050429,Census Tract 942.03,New York,Queens County,4966,784,654,0,632,22,130,3003,2632,0,2148,484,371,1179,1154,0,1042,112,25,526,10.6,16.6,12.4,2.1,843829.203125,5727.796595711121
50380,11693,11693,36081094203,509892,1050429,Census Tract 942.03,New York,Queens County,4966,784,654,0,632,22,130,3003,2632,0,2148,484,371,1179,1154,0,1042,112,25,526,10.6,16.6,12.4,2.1,843829.203125,5727.796595711121
50381,11356,11356,36081094500,1518736,872808,Census Tract 945,New York,Queens County,2580,429,387,6,270,111,42,1338,1171,8,1085,78,167,813,813,0,813,0,0,209,8.1,9.8,12.5,0.0,2656353.76953125,11313.8064588293
50381,11357,11357,36081094500,1518736,872808,Census Tract 945,New York,Queens County,2580,429,387,6,270,111,42,1338,1171,8,1085,78,167,813,813,0,813,0,0,209,8.1,9.8,12.5,0.0,2656353.76953125,11313.8064588293
50382,11356,11356,36081094700,272641,0,Census Tract 947,New York,Queens County,1523,350,244,0,244,0,106,907,739,0,717,22,168,266,256,0,256,0,10,284,18.6,30.3,18.5,3.8,476046.14453125,3513.69098217213
50383,11692,11692,36081095400,808825,559625,Census Tract 954,New York,Queens County,3484,838,692,0,638,54,146,1752,1665,16,1450,199,87,894,894,0,803,91,0,233,6.7,17.4,5.0,0.0,1407373.3203125,6270.481826946229
50384,11692,11692,36081096400,862704,586619,Census Tract 964,New York,Queens County,3506,492,466,0,410,56,26,1851,1761,0,1698,63,90,1163,1153,0,1024,129,10,126,3.6,5.3,4.9,0.9,1547380.88671875,6991.78882292531
50385,11691,11691,36081097202,576641,1132095,Census Tract 972.02,New York,Queens County,1519,416,331,0,300,31,85,904,786,0,685,101,118,199,190,0,190,0,9,212,14.0,20.4,13.1,4.5,904514.46484375,5438.18935646592
50385,11692,11692,36081097202,576641,1132095,Census Tract 972.02,New York,Queens County,1519,416,331,0,300,31,85,904,786,0,685,101,118,199,190,0,190,0,9,212,14.0,20.4,13.1,4.5,904514.46484375,5438.18935646592
50386,11691,11691,36081097203,1314888,1020625,Census Tract 972.03,New York,Queens County,4267,1466,1274,0,1091,183,192,2290,2130,0,1453,677,160,511,511,0,485,26,0,352,8.2,13.1,7.0,0.0,2633971.52734375,10828.912886075
50386,11692,11692,36081097203,1314888,1020625,Census Tract 972.03,New York,Queens County,4267,1466,1274,0,1091,183,192,2290,2130,0,1453,677,160,511,511,0,485,26,0,352,8.2,13.1,7.0,0.0,2633971.52734375,10828.912886075
50387,11691,11691,36081097204,391826,0,Census Tract 972.04,New York,Queens County,1949,625,394,0,309,85,231,995,891,0,801,90,104,329,329,0,329,0,0,335,17.2,37.0,10.5,0.0,680260.671875,4288.35550031188
50387,11692,11692,36081097204,391826,0,Census Tract 972.04,New York,Queens County,1949,625,394,0,309,85,231,995,891,0,801,90,104,329,329,0,329,0,0,335,17.2,37.0,10.5,0.0,680260.671875,4288.35550031188
50388,11357,11357,36081097300,528721,191606,Census Tract 973,New York,Queens County,1350,195,132,0,117,15,63,697,623,0,599,24,74,458,436,6,425,5,22,159,11.8,32.3,10.6,4.8,920128.87890625,4744.03196218681
50389,11357,11357,36081098100,650601,922899,Census Tract 981,New York,Queens County,1643,306,233,0,233,0,73,777,697,10,665,22,80,560,552,3,541,8,8,161,9.8,23.9,10.3,1.4,1124276.9609375,6888.23637766468
50390,11357,11357,36081098700,667301,731613,Census Tract 987,New York,Queens County,1591,190,137,0,126,11,53,713,654,0,651,3,59,688,666,0,661,5,22,134,8.4,27.9,8.3,3.2,1148754.4609375,6716.8958362738
50391,11357,11357,36081099100,1081249,432743,Census Tract 991,New York,Queens County,5483,461,397,0,376,21,64,2140,2044,31,1997,16,96,2882,2736,0,2675,61,146,306,5.6,13.9,4.5,5.1,1914678.80078125,6572.96257636854
50392,11691,11691,36081099200,581564,324488,Census Tract 992,New York,Queens County,2216,592,490,11,471,8,102,1219,1135,40,949,146,84,405,378,0,349,29,27,213,9.6,17.2,6.9,6.7,1029287.78125,6205.96914923188
50393,11357,11357,36081099701,978866,0,Census Tract 997.01,New York,Queens County,2325,144,62,15,47,0,82,776,741,7,705,29,35,1405,1372,0,1264,108,33,150,6.5,56.9,4.5,2.3,1708920.05078125,5478.95836185005
50393,11360,11360,36081099701,978866,0,Census Tract 997.01,New York,Queens County,2325,144,62,15,47,0,82,776,741,7,705,29,35,1405,1372,0,1264,108,33,150,6.5,56.9,4.5,2.3,1708920.05078125,5478.95836185005
50394,11360,11360,36081099703,576606,0,Census Tract 997.03,New York,Queens County,2865,161,96,0,96,0,65,1068,992,0,904,88,76,1636,1636,0,1628,8,0,141,4.9,40.4,7.1,0.0,1005092.953125,5929.395697567939
50395,11360,11360,36081099704,675915,0,Census Tract 997.04,New York,Queens County,5942,264,219,0,208,11,45,2343,2067,14,1954,99,276,3335,3250,0,3180,70,85,406,6.8,17.0,11.8,2.5,1180046.31640625,5061.08056623763
50396,11360,11360,36081099705,440081,4538936,Census Tract 997.05,New York,Queens County,2030,160,85,0,72,13,75,854,784,0,556,228,70,1016,972,0,953,19,44,189,9.3,46.9,8.2,4.3,850955.8203125,11394.398553073
50397,11691,11691,36081099801,456707,0,Census Tract 998.01,New York,Queens County,5475,916,781,0,781,0,135,3119,2806,0,2723,83,313,1440,1419,0,1403,16,21,469,8.6,14.7,10.0,1.5,792998.71484375,3798.5421531927204
50398,11691,11691,36081099802,434629,689393,Census Tract 998.02,New York,Queens County,4167,1120,808,0,649,159,312,1351,1036,0,936,100,315,1696,1326,20,1051,255,370,997,23.9,27.9,23.3,21.8,831498.2890625,3870.1035144193297
